,event_key,total_person_count,injured_person_count,Minor_count,Serious_count,Fatal_count,ev_id,Aircraft_key
6501,20110802X61652_1,2.0,0.0,0.0,0.0,0.0,20110802X61652,1
6502,20110802X62825_1,4.0,0.0,0.0,0.0,0.0,20110802X62825,1
6503,20110802X71056_1,2.0,0.0,0.0,0.0,0.0,20110802X71056,1
6504,20110802X80758_1,1.0,0.0,0.0,0.0,0.0,20110802X80758,1
6505,20110802X82938_1,2.0,2.0,0.0,2.0,0.0,20110802X82938,1
6506,20110802X94413_1,1.0,1.0,0.0,1.0,0.0,20110802X94413,1
6507,20110803X24247_1,1.0,1.0,0.0,0.0,1.0,20110803X24247,1
6508,20110803X40352_1,2.0,0.0,0.0,0.0,0.0,20110803X40352,1
6509,20110803X40806_1,2.0,0.0,0.0,0.0,0.0,20110803X40806,1
6510,20110803X44121_1,5.0,5.0,4.0,1.0,0.0,20110803X44121,1
6511,20110803X44624_1,2.0,0.0,0.0,0.0,0.0,20110803X44624,1
6512,20110803X50809_1,1.0,1.0,0.0,1.0,0.0,20110803X50809,1
6513,20110803X52229_1,1.0,1.0,0.0,1.0,0.0,20110803X52229,1
6514,20110803X53556_1,1.0,0.0,0.0,0.0,0.0,20110803X53556,1
6515,20110803X61032_1,1.0,0.0,0.0,0.0,0.0,20110803X61032,1
6516,20110803X65051_1,2.0,0.0,0.0,0.0,0.0,20110803X65051,1
6517,20110803X72115_1,2.0,0.0,0.0,0.0,0.0,20110803X72115,1
6518,20110803X73136_1,4.0,2.0,1.0,1.0,0.0,20110803X73136,1
6519,20110803X74307_1,1.0,1.0,1.0,0.0,0.0,20110803X74307,1
6520,20110803X75301_1,2.0,0.0,0.0,0.0,0.0,20110803X75301,1
6521,20110803X84201_1,1.0,1.0,0.0,1.0,0.0,20110803X84201,1
6522,20110804X03457_1,2.0,0.0,0.0,0.0,0.0,20110804X03457,1
6523,20110804X04035_1,2.0,2.0,0.0,0.0,2.0,20110804X04035,1
6524,20110804X24224_1,1.0,0.0,0.0,0.0,0.0,20110804X24224,1
6525,20110804X33944_1,10.0,10.0,0.0,0.0,10.0,20110804X33944,1
6526,20110804X41634_1,1.0,1.0,0.0,0.0,1.0,20110804X41634,1
6527,20110804X50920_1,1.0,1.0,1.0,0.0,0.0,20110804X50920,1
6528,20110804X61104_1,2.0,0.0,0.0,0.0,0.0,20110804X61104,1
6529,20110804X61602_1,1.0,0.0,0.0,0.0,0.0,20110804X61602,1
6530,20110804X74622_1,2.0,0.0,0.0,0.0,0.0,20110804X74622,1
6531,20110804X94823_1,1.0,1.0,0.0,0.0,1.0,20110804X94823,1
6532,20110804X95718_1,2.0,0.0,0.0,0.0,0.0,20110804X95718,1
6533,20110805X22610_1,2.0,2.0,2.0,0.0,0.0,20110805X22610,1
6534,20110805X24045_1,2.0,0.0,0.0,0.0,0.0,20110805X24045,1
6535,20110805X34414_1,1.0,0.0,0.0,0.0,0.0,20110805X34414,1
6536,20110805X43441_1,1.0,1.0,0.0,1.0,0.0,20110805X43441,1
6537,20110805X52718_1,1.0,1.0,1.0,0.0,0.0,20110805X52718,1
6538,20110805X95510_1,2.0,2.0,2.0,0.0,0.0,20110805X95510,1
6539,20110806X02959_1,2.0,0.0,0.0,0.0,0.0,20110806X02959,1
6540,20110806X05109_1,2.0,0.0,0.0,0.0,0.0,20110806X05109,1
6541,20110806X64716_1,1.0,0.0,0.0,0.0,0.0,20110806X64716,1
6542,20110807X03612_1,4.0,4.0,4.0,0.0,0.0,20110807X03612,1
6543,20110807X61429_1,2.0,2.0,0.0,0.0,2.0,20110807X61429,1
6544,20110808X02225_1,5.0,5.0,3.0,2.0,0.0,20110808X02225,1
6545,20110808X15538_1,1.0,0.0,0.0,0.0,0.0,20110808X15538,1
6546,20110808X31343_1,2.0,1.0,1.0,0.0,0.0,20110808X31343,1
6547,20110808X63501_1,7.0,0.0,0.0,0.0,0.0,20110808X63501,1
6548,20110808X91301_1,2.0,2.0,1.0,1.0,0.0,20110808X91301,1
6549,20110808X94427_1,0.0,0.0,0.0,0.0,0.0,20110808X94427,1
6550,20110809X03303_1,2.0,0.0,0.0,0.0,0.0,20110809X03303,1
6551,20110809X13744_1,1.0,0.0,0.0,0.0,0.0,20110809X13744,1
6552,20110809X15900_1,1.0,0.0,0.0,0.0,0.0,20110809X15900,1
6553,20110809X43054_1,3.0,3.0,0.0,0.0,3.0,20110809X43054,1
6554,20110809X45425_1,1.0,0.0,0.0,0.0,0.0,20110809X45425,1
6555,20110809X50704_1,39.0,0.0,0.0,0.0,0.0,20110809X50704,1
6556,20110809X50704_2,45.0,0.0,0.0,0.0,0.0,20110809X50704,2
6557,20110810X23506_1,3.0,0.0,0.0,0.0,0.0,20110810X23506,1
6558,20110810X34101_1,1.0,0.0,0.0,0.0,0.0,20110810X34101,1
6559,20110810X45524_1,1.0,1.0,1.0,0.0,0.0,20110810X45524,1
6560,20110810X53544_1,1.0,1.0,1.0,0.0,0.0,20110810X53544,1
6561,20110810X70754_1,3.0,0.0,0.0,0.0,0.0,20110810X70754,1
6562,20110810X85728_1,1.0,0.0,0.0,0.0,0.0,20110810X85728,1
6563,20110811X15509_1,2.0,0.0,0.0,0.0,0.0,20110811X15509,1
6564,20110811X23035_1,1.0,0.0,0.0,0.0,0.0,20110811X23035,1
6565,20110811X32546_1,1.0,0.0,0.0,0.0,0.0,20110811X32546,1
6566,20110811X51724_1,2.0,0.0,0.0,0.0,0.0,20110811X51724,1
6567,20110812X35600_1,1.0,0.0,0.0,0.0,0.0,20110812X35600,1
6568,20110812X65034_1,1.0,0.0,0.0,0.0,0.0,20110812X65034,1
6569,20110812X73321_1,2.0,0.0,0.0,0.0,0.0,20110812X73321,1
6570,20110812X85526_1,1.0,0.0,0.0,0.0,0.0,20110812X85526,1
6571,20110813X60348_1,2.0,0.0,0.0,0.0,0.0,20110813X60348,1
6572,20110813X92613_1,3.0,0.0,0.0,0.0,0.0,20110813X92613,1
6573,20110814X12005_1,3.0,0.0,0.0,0.0,0.0,20110814X12005,1
6574,20110814X15623_1,2.0,2.0,0.0,0.0,2.0,20110814X15623,1
6575,20110814X53605_1,1.0,1.0,1.0,0.0,0.0,20110814X53605,1
6576,20110814X54118_1,3.0,0.0,0.0,0.0,0.0,20110814X54118,1
6577,20110814X60630_1,5.0,1.0,1.0,0.0,0.0,20110814X60630,1
6578,20110814X63451_1,1.0,1.0,1.0,0.0,0.0,20110814X63451,1
6579,20110814X84838_1,1.0,0.0,0.0,0.0,0.0,20110814X84838,1
6580,20110815X05339_1,1.0,0.0,0.0,0.0,0.0,20110815X05339,1
6581,20110815X10520_1,4.0,4.0,0.0,0.0,4.0,20110815X10520,1
6582,20110815X11242_1,2.0,2.0,0.0,2.0,0.0,20110815X11242,1
6583,20110815X11710_1,2.0,2.0,0.0,0.0,2.0,20110815X11710,1
6584,20110815X12105_1,1.0,0.0,0.0,0.0,0.0,20110815X12105,1
6585,20110815X13832_1,1.0,1.0,0.0,1.0,0.0,20110815X13832,1
6586,20110815X24503_1,1.0,0.0,0.0,0.0,0.0,20110815X24503,1
6587,20110815X24823_1,2.0,2.0,0.0,2.0,0.0,20110815X24823,1
6588,20110815X30941_1,1.0,1.0,1.0,0.0,0.0,20110815X30941,1
6589,20110815X33908_1,1.0,1.0,1.0,0.0,0.0,20110815X33908,1
6590,20110815X33908_2,1.0,1.0,0.0,0.0,1.0,20110815X33908,2
6591,20110815X40827_1,1.0,1.0,1.0,0.0,0.0,20110815X40827,1
6592,20110815X44012_1,2.0,2.0,2.0,0.0,0.0,20110815X44012,1
6593,20110815X51728_1,6.0,6.0,0.0,4.0,2.0,20110815X51728,1
6594,20110815X62149_1,2.0,2.0,0.0,0.0,2.0,20110815X62149,1
6595,20110815X62953_1,1.0,1.0,1.0,0.0,0.0,20110815X62953,1
6596,20110815X81140_1,1.0,0.0,0.0,0.0,0.0,20110815X81140,1
6597,20110816X20541_1,2.0,2.0,2.0,0.0,0.0,20110816X20541,1
6598,20110816X41118_1,3.0,3.0,0.0,1.0,2.0,20110816X41118,1
6599,20110816X41751_1,2.0,2.0,0.0,2.0,0.0,20110816X41751,1
6600,20110816X41912_1,1.0,0.0,0.0,0.0,0.0,20110816X41912,1
6601,20110816X45819_1,1.0,0.0,0.0,0.0,0.0,20110816X45819,1
6602,20110816X65155_1,1.0,1.0,1.0,0.0,0.0,20110816X65155,1
6603,20110816X84113_1,1.0,1.0,1.0,0.0,0.0,20110816X84113,1
6604,20110816X90141_1,3.0,3.0,0.0,3.0,0.0,20110816X90141,1
6605,20110816X95236_1,2.0,2.0,0.0,0.0,2.0,20110816X95236,1
6606,20110816X95543_1,1.0,0.0,0.0,0.0,0.0,20110816X95543,1
6607,20110817X02017_1,1.0,1.0,0.0,0.0,1.0,20110817X02017,1
6608,20110817X12214_1,1.0,1.0,0.0,1.0,0.0,20110817X12214,1
6609,20110817X42542_1,1.0,1.0,0.0,1.0,0.0,20110817X42542,1
6610,20110817X62640_1,1.0,0.0,0.0,0.0,0.0,20110817X62640,1
6611,20110817X74533_1,1.0,1.0,1.0,0.0,0.0,20110817X74533,1
6612,20110818X01703_1,1.0,1.0,0.0,0.0,1.0,20110818X01703,1
6613,20110818X32529_1,2.0,0.0,0.0,0.0,0.0,20110818X32529,1
6614,20110818X33710_1,1.0,1.0,0.0,1.0,0.0,20110818X33710,1
6615,20110818X45258_1,1.0,1.0,0.0,0.0,1.0,20110818X45258,1
6616,20110818X51311_1,1.0,0.0,0.0,0.0,0.0,20110818X51311,1
6617,20110818X51603_1,2.0,2.0,0.0,0.0,2.0,20110818X51603,1
6618,20110818X61220_1,5.0,0.0,0.0,0.0,0.0,20110818X61220,1
6619,20110818X63753_1,1.0,0.0,0.0,0.0,0.0,20110818X63753,1
6620,20110818X65735_1,2.0,0.0,0.0,0.0,0.0,20110818X65735,1
6621,20110818X92408_1,1.0,0.0,0.0,0.0,0.0,20110818X92408,1
6622,20110818X94611_1,2.0,0.0,0.0,0.0,0.0,20110818X94611,1
6623,20110818X95615_1,2.0,0.0,0.0,0.0,0.0,20110818X95615,1
6624,20110819X13147_1,2.0,2.0,0.0,0.0,2.0,20110819X13147,1
6625,20110819X31349_1,1.0,0.0,0.0,0.0,0.0,20110819X31349,1
6626,20110820X13018_1,2.0,2.0,0.0,0.0,2.0,20110820X13018,1
6627,20110820X50228_1,1.0,1.0,0.0,0.0,1.0,20110820X50228,1
6628,20110820X50228_2,1.0,1.0,0.0,1.0,0.0,20110820X50228,2
6629,20110820X52713_1,1.0,1.0,0.0,0.0,1.0,20110820X52713,1
6630,20110820X72543_1,2.0,0.0,0.0,0.0,0.0,20110820X72543,1
6631,20110822X02138_1,2.0,0.0,0.0,0.0,0.0,20110822X02138,1
6632,20110822X05515_1,2.0,2.0,2.0,0.0,0.0,20110822X05515,1
6633,20110822X10102_1,1.0,1.0,1.0,0.0,0.0,20110822X10102,1
6634,20110822X10600_1,1.0,0.0,0.0,0.0,0.0,20110822X10600,1
6635,20110822X11218_1,3.0,0.0,0.0,0.0,0.0,20110822X11218,1
6636,20110822X11231_1,1.0,0.0,0.0,0.0,0.0,20110822X11231,1
6637,20110822X11600_1,3.0,0.0,0.0,0.0,0.0,20110822X11600,1
6638,20110822X11656_1,1.0,1.0,0.0,0.0,1.0,20110822X11656,1
6639,20110822X12509_1,2.0,0.0,0.0,0.0,0.0,20110822X12509,1
6640,20110822X24939_1,3.0,3.0,0.0,0.0,3.0,20110822X24939,1
6641,20110822X25654_1,4.0,0.0,0.0,0.0,0.0,20110822X25654,1
6642,20110822X25954_1,1.0,1.0,0.0,0.0,1.0,20110822X25954,1
6643,20110822X30734_1,4.0,0.0,0.0,0.0,0.0,20110822X30734,1
6644,20110822X30909_1,2.0,1.0,1.0,0.0,0.0,20110822X30909,1
6645,20110822X51818_1,1.0,0.0,0.0,0.0,0.0,20110822X51818,1
6646,20110822X65726_1,1.0,1.0,0.0,0.0,1.0,20110822X65726,1
6647,20110823X00601_1,2.0,0.0,0.0,0.0,0.0,20110823X00601,1
6648,20110823X01832_1,2.0,0.0,0.0,0.0,0.0,20110823X01832,1
6649,20110823X10652_1,0.0,0.0,0.0,0.0,0.0,20110823X10652,1
6650,20110823X34211_1,2.0,0.0,0.0,0.0,0.0,20110823X34211,1
6651,20110823X52051_1,1.0,1.0,1.0,0.0,0.0,20110823X52051,1
6652,20110823X53038_1,1.0,0.0,0.0,0.0,0.0,20110823X53038,1
6653,20110823X54846_1,1.0,0.0,0.0,0.0,0.0,20110823X54846,1
6654,20110823X63228_1,2.0,2.0,2.0,0.0,0.0,20110823X63228,1
6655,20110823X71723_1,2.0,2.0,0.0,0.0,2.0,20110823X71723,1
6656,20110823X72145_1,8.0,4.0,3.0,1.0,0.0,20110823X72145,1
6657,20110823X73652_1,1.0,1.0,0.0,1.0,0.0,20110823X73652,1
6658,20110823X80220_1,1.0,0.0,0.0,0.0,0.0,20110823X80220,1
6659,20110823X85552_1,2.0,2.0,0.0,0.0,2.0,20110823X85552,1
6660,20110824X01438_1,2.0,0.0,0.0,0.0,0.0,20110824X01438,1
6661,20110824X63012_1,1.0,1.0,0.0,1.0,0.0,20110824X63012,1
6662,20110824X75224_1,2.0,2.0,0.0,1.0,1.0,20110824X75224,1
6663,20110824X93256_1,1.0,0.0,0.0,0.0,0.0,20110824X93256,1
6664,20110825X14403_1,1.0,1.0,0.0,0.0,1.0,20110825X14403,1
6665,20110825X22531_1,3.0,0.0,0.0,0.0,0.0,20110825X22531,1
6666,20110825X50808_1,1.0,0.0,0.0,0.0,0.0,20110825X50808,1
6667,20110825X63128_1,2.0,0.0,0.0,0.0,0.0,20110825X63128,1
6668,20110826X75418_1,4.0,4.0,0.0,0.0,4.0,20110826X75418,1
6669,20110826X90829_1,1.0,1.0,1.0,0.0,0.0,20110826X90829,1
6670,20110826X95650_1,1.0,0.0,0.0,0.0,0.0,20110826X95650,1
6671,20110827X00428_1,4.0,4.0,0.0,0.0,4.0,20110827X00428,1
6672,20110827X20105_1,1.0,1.0,1.0,0.0,0.0,20110827X20105,1
6673,20110827X41343_1,2.0,0.0,0.0,0.0,0.0,20110827X41343,1
6674,20110828X32503_1,3.0,1.0,0.0,1.0,0.0,20110828X32503,1
6675,20110828X55900_1,1.0,1.0,0.0,1.0,0.0,20110828X55900,1
6676,20110828X60215_1,2.0,0.0,0.0,0.0,0.0,20110828X60215,1
6677,20110829X25527_1,4.0,0.0,0.0,0.0,0.0,20110829X25527,1
6678,20110829X42226_1,2.0,0.0,0.0,0.0,0.0,20110829X42226,1
6679,20110829X44918_1,1.0,1.0,1.0,0.0,0.0,20110829X44918,1
6680,20110829X95738_1,1.0,0.0,0.0,0.0,0.0,20110829X95738,1
6681,20110830X31855_1,2.0,1.0,0.0,0.0,1.0,20110830X31855,1
6682,20110830X40209_1,2.0,2.0,2.0,0.0,0.0,20110830X40209,1
6683,20110830X45215_1,2.0,0.0,0.0,0.0,0.0,20110830X45215,1
6684,20110830X45216_1,1.0,1.0,0.0,0.0,1.0,20110830X45216,1
6685,20110830X51207_1,1.0,0.0,0.0,0.0,0.0,20110830X51207,1
6686,20110830X51857_1,1.0,0.0,0.0,0.0,0.0,20110830X51857,1
6687,20110830X53111_1,1.0,1.0,0.0,1.0,0.0,20110830X53111,1
6688,20110830X61502_1,1.0,1.0,0.0,1.0,0.0,20110830X61502,1
6689,20110830X63935_1,53.0,0.0,0.0,0.0,0.0,20110830X63935,1
6690,20110830X71207_1,2.0,1.0,0.0,0.0,1.0,20110830X71207,1
6691,20110830X71207_2,1.0,0.0,0.0,0.0,0.0,20110830X71207,2
6692,20110830X74740_1,6.0,6.0,0.0,0.0,6.0,20110830X74740,1
6693,20110831X20631_1,1.0,0.0,0.0,0.0,0.0,20110831X20631,1
6694,20110831X34358_1,1.0,1.0,1.0,0.0,0.0,20110831X34358,1
6695,20110831X50614_1,1.0,1.0,1.0,0.0,0.0,20110831X50614,1
6696,20110831X81308_1,1.0,0.0,0.0,0.0,0.0,20110831X81308,1
6697,20110901X10448_1,1.0,1.0,1.0,0.0,0.0,20110901X10448,1
6698,20110901X11509_1,1.0,1.0,1.0,0.0,0.0,20110901X11509,1
6699,20110901X20946_1,2.0,0.0,0.0,0.0,0.0,20110901X20946,1
6700,20110901X34119_1,2.0,2.0,0.0,1.0,1.0,20110901X34119,1
6701,20110901X52201_1,3.0,3.0,2.0,0.0,1.0,20110901X52201,1
6702,20110901X60554_1,1.0,1.0,1.0,0.0,0.0,20110901X60554,1
6703,20110901X74125_1,2.0,0.0,0.0,0.0,0.0,20110901X74125,1
6704,20110902X31112_1,1.0,0.0,0.0,0.0,0.0,20110902X31112,1
6705,20110902X43313_1,1.0,1.0,1.0,0.0,0.0,20110902X43313,1
6706,20110902X54326_1,53.0,0.0,0.0,0.0,0.0,20110902X54326,1
6707,20110903X41910_1,1.0,1.0,0.0,1.0,0.0,20110903X41910,1
6708,20110903X50008_1,2.0,1.0,1.0,0.0,0.0,20110903X50008,1
6709,20110903X53441_1,3.0,3.0,0.0,3.0,0.0,20110903X53441,1
6710,20110903X82257_1,3.0,0.0,0.0,0.0,0.0,20110903X82257,1
6711,20110904X00636_1,1.0,1.0,0.0,0.0,1.0,20110904X00636,1
6712,20110904X00636_2,1.0,0.0,0.0,0.0,0.0,20110904X00636,2
6713,20110904X11902_1,2.0,0.0,0.0,0.0,0.0,20110904X11902,1
6714,20110904X12448_1,1.0,1.0,0.0,1.0,0.0,20110904X12448,1
6715,20110904X12946_1,2.0,0.0,0.0,0.0,0.0,20110904X12946,1
6716,20110904X20751_1,2.0,2.0,0.0,0.0,2.0,20110904X20751,1
6717,20110904X43712_1,2.0,2.0,0.0,0.0,2.0,20110904X43712,1
6718,20110905X01931_1,1.0,0.0,0.0,0.0,0.0,20110905X01931,1
6719,20110905X03603_1,2.0,0.0,0.0,0.0,0.0,20110905X03603,1
6720,20110905X05230_1,2.0,0.0,0.0,0.0,0.0,20110905X05230,1
6721,20110905X15040_1,2.0,1.0,1.0,0.0,0.0,20110905X15040,1
6722,20110905X31748_1,2.0,0.0,0.0,0.0,0.0,20110905X31748,1
6723,20110905X43104_1,1.0,1.0,0.0,0.0,1.0,20110905X43104,1
6724,20110906X02608_1,4.0,4.0,0.0,0.0,4.0,20110906X02608,1
6725,20110906X04010_1,6.0,0.0,0.0,0.0,0.0,20110906X04010,1
6726,20110906X04202_1,2.0,2.0,0.0,0.0,2.0,20110906X04202,1
6727,20110906X05207_1,1.0,1.0,1.0,0.0,0.0,20110906X05207,1
6728,20110906X05214_1,1.0,0.0,0.0,0.0,0.0,20110906X05214,1
6729,20110906X05456_1,2.0,1.0,1.0,0.0,0.0,20110906X05456,1
6730,20110906X43645_1,2.0,0.0,0.0,0.0,0.0,20110906X43645,1
6731,20110906X51842_1,1.0,1.0,0.0,1.0,0.0,20110906X51842,1
6732,20110906X55405_1,1.0,1.0,0.0,0.0,1.0,20110906X55405,1
6733,20110906X61050_1,1.0,0.0,0.0,0.0,0.0,20110906X61050,1
6734,20110906X61420_1,2.0,2.0,2.0,0.0,0.0,20110906X61420,1
6735,20110906X61506_1,4.0,4.0,0.0,4.0,0.0,20110906X61506,1
6736,20110906X61710_1,3.0,3.0,2.0,1.0,0.0,20110906X61710,1
6737,20110906X63800_1,2.0,2.0,0.0,1.0,1.0,20110906X63800,1
6738,20110906X64018_1,1.0,0.0,0.0,0.0,0.0,20110906X64018,1
6739,20110906X64626_1,1.0,0.0,0.0,0.0,0.0,20110906X64626,1
6740,20110906X72514_1,1.0,1.0,0.0,0.0,1.0,20110906X72514,1
6741,20110906X85417_1,2.0,2.0,0.0,1.0,1.0,20110906X85417,1
6742,20110907X13209_1,1.0,0.0,0.0,0.0,0.0,20110907X13209,1
6743,20110907X15938_1,47.0,0.0,0.0,0.0,0.0,20110907X15938,1
6744,20110907X34750_1,9.0,9.0,0.0,1.0,8.0,20110907X34750,1
6745,20110907X43224_1,5.0,0.0,0.0,0.0,0.0,20110907X43224,1
6746,20110907X90111_1,2.0,2.0,0.0,0.0,2.0,20110907X90111,1
6747,20110907X90111_2,2.0,2.0,0.0,0.0,2.0,20110907X90111,2
6748,20110908X35846_1,1.0,1.0,0.0,0.0,1.0,20110908X35846,1
6749,20110908X43823_1,1.0,1.0,1.0,0.0,0.0,20110908X43823,1
6750,20110908X65838_1,1.0,0.0,0.0,0.0,0.0,20110908X65838,1
6751,20110908X84911_1,2.0,0.0,0.0,0.0,0.0,20110908X84911,1
6752,20110909X00232_1,1.0,0.0,0.0,0.0,0.0,20110909X00232,1
6753,20110909X03509_1,1.0,0.0,0.0,0.0,0.0,20110909X03509,1
6754,20110909X05142_1,2.0,0.0,0.0,0.0,0.0,20110909X05142,1
6755,20110909X14806_1,1.0,1.0,1.0,0.0,0.0,20110909X14806,1
6756,20110909X24928_1,1.0,1.0,0.0,0.0,1.0,20110909X24928,1
6757,20110909X31047_1,2.0,0.0,0.0,0.0,0.0,20110909X31047,1
6758,20110909X31747_1,1.0,0.0,0.0,0.0,0.0,20110909X31747,1
6759,20110909X34254_1,1.0,0.0,0.0,0.0,0.0,20110909X34254,1
6760,20110910X20638_1,1.0,1.0,1.0,0.0,0.0,20110910X20638,1
6761,20110912X00055_1,1.0,1.0,1.0,0.0,0.0,20110912X00055,1
6762,20110912X00553_1,2.0,2.0,2.0,0.0,0.0,20110912X00553,1
6763,20110912X00844_1,1.0,1.0,1.0,0.0,0.0,20110912X00844,1
6764,20110912X02622_1,1.0,0.0,0.0,0.0,0.0,20110912X02622,1
6765,20110912X03833_1,1.0,0.0,0.0,0.0,0.0,20110912X03833,1
6766,20110912X14118_1,2.0,0.0,0.0,0.0,0.0,20110912X14118,1
6767,20110912X14702_1,1.0,0.0,0.0,0.0,0.0,20110912X14702,1
6768,20110912X24411_1,1.0,0.0,0.0,0.0,0.0,20110912X24411,1
6769,20110912X61152_1,37.0,1.0,0.0,1.0,0.0,20110912X61152,1
6770,20110912X83401_1,2.0,0.0,0.0,0.0,0.0,20110912X83401,1
6771,20110913X02425_1,1.0,1.0,0.0,1.0,0.0,20110913X02425,1
6772,20110913X21254_1,2.0,2.0,0.0,0.0,2.0,20110913X21254,1
6773,20110913X45759_1,2.0,2.0,0.0,0.0,2.0,20110913X45759,1
6774,20110913X63156_1,1.0,0.0,0.0,0.0,0.0,20110913X63156,1
6775,20110914X11455_1,1.0,0.0,0.0,0.0,0.0,20110914X11455,1
6776,20110914X74317_1,2.0,0.0,0.0,0.0,0.0,20110914X74317,1
6777,20110914X75332_1,1.0,0.0,0.0,0.0,0.0,20110914X75332,1
6778,20110914X90042_1,1.0,0.0,0.0,0.0,0.0,20110914X90042,1
6779,20110914X91417_1,1.0,0.0,0.0,0.0,0.0,20110914X91417,1
6780,20110915X13430_1,2.0,0.0,0.0,0.0,0.0,20110915X13430,1
6781,20110915X14227_1,1.0,0.0,0.0,0.0,0.0,20110915X14227,1
6782,20110915X52912_1,1.0,1.0,0.0,0.0,1.0,20110915X52912,1
6783,20110915X73207_1,3.0,0.0,0.0,0.0,0.0,20110915X73207,1
6784,20110915X82804_1,2.0,2.0,0.0,0.0,2.0,20110915X82804,1
6785,20110915X90632_1,1.0,0.0,0.0,0.0,0.0,20110915X90632,1
6786,20110915X91632_1,2.0,0.0,0.0,0.0,0.0,20110915X91632,1
6787,20110916X40812_1,4.0,1.0,1.0,0.0,0.0,20110916X40812,1
6788,20110916X44706_1,2.0,0.0,0.0,0.0,0.0,20110916X44706,1
6789,20110916X71710_1,1.0,0.0,0.0,0.0,0.0,20110916X71710,1
6790,20110916X71836_1,1.0,1.0,0.0,1.0,0.0,20110916X71836,1
6791,20110917X04919_1,2.0,2.0,1.0,1.0,0.0,20110917X04919,1
6792,20110917X10112_1,1.0,1.0,0.0,0.0,1.0,20110917X10112,1
6793,20110917X12738_1,2.0,0.0,0.0,0.0,0.0,20110917X12738,1
6794,20110917X22412_1,1.0,1.0,0.0,0.0,1.0,20110917X22412,1
6795,20110917X35742_1,140.0,0.0,0.0,0.0,0.0,20110917X35742,1
6796,20110917X93845_1,1.0,0.0,0.0,0.0,0.0,20110917X93845,1
6797,20110918X02047_1,1.0,1.0,0.0,0.0,1.0,20110918X02047,1
6798,20110918X44853_1,3.0,0.0,0.0,0.0,0.0,20110918X44853,1
6799,20110918X54940_1,1.0,0.0,0.0,0.0,0.0,20110918X54940,1
6800,20110918X64522_1,1.0,0.0,0.0,0.0,0.0,20110918X64522,1
6801,20110918X93633_1,1.0,1.0,0.0,0.0,1.0,20110918X93633,1
6802,20110919X51952_1,1.0,1.0,0.0,1.0,0.0,20110919X51952,1
6803,20110919X53553_1,110.0,0.0,0.0,0.0,0.0,20110919X53553,1
6804,20110919X55123_1,1.0,1.0,0.0,1.0,0.0,20110919X55123,1
6805,20110919X61206_1,1.0,0.0,0.0,0.0,0.0,20110919X61206,1
6806,20110919X64454_1,2.0,2.0,0.0,0.0,2.0,20110919X64454,1
6807,20110919X65108_1,102.0,5.0,0.0,5.0,0.0,20110919X65108,1
6808,20110919X90156_1,3.0,1.0,0.0,1.0,0.0,20110919X90156,1
6809,20110920X10535_1,1.0,0.0,0.0,0.0,0.0,20110920X10535,1
6810,20110920X42419_1,1.0,0.0,0.0,0.0,0.0,20110920X42419,1
6811,20110920X45038_1,1.0,0.0,0.0,0.0,0.0,20110920X45038,1
6812,20110920X75214_1,1.0,0.0,0.0,0.0,0.0,20110920X75214,1
6813,20110921X03500_1,2.0,0.0,0.0,0.0,0.0,20110921X03500,1
6814,20110921X15106_1,1.0,0.0,0.0,0.0,0.0,20110921X15106,1
6815,20110921X41536_1,1.0,1.0,0.0,1.0,0.0,20110921X41536,1
6816,20110921X90951_1,4.0,0.0,0.0,0.0,0.0,20110921X90951,1
6817,20110921X93314_1,2.0,0.0,0.0,0.0,0.0,20110921X93314,1
6818,20110922X00143_1,3.0,0.0,0.0,0.0,0.0,20110922X00143,1
6819,20110922X02300_1,3.0,3.0,0.0,0.0,3.0,20110922X02300,1
6820,20110922X03751_1,3.0,3.0,0.0,0.0,3.0,20110922X03751,1
6821,20110922X40818_1,3.0,0.0,0.0,0.0,0.0,20110922X40818,1
6822,20110922X50828_1,1.0,0.0,0.0,0.0,0.0,20110922X50828,1
6823,20110922X82413_1,2.0,2.0,1.0,1.0,0.0,20110922X82413,1
6824,20110923X00346_1,2.0,0.0,0.0,0.0,0.0,20110923X00346,1
6825,20110923X12310_1,1.0,1.0,0.0,0.0,1.0,20110923X12310,1
6826,20110923X40934_1,1.0,0.0,0.0,0.0,0.0,20110923X40934,1
6827,20110923X41323_1,2.0,0.0,0.0,0.0,0.0,20110923X41323,1
6828,20110923X51306_1,1.0,1.0,1.0,0.0,0.0,20110923X51306,1
6829,20110923X61743_1,1.0,0.0,0.0,0.0,0.0,20110923X61743,1
6830,20110924X03755_1,3.0,3.0,1.0,1.0,1.0,20110924X03755,1
6831,20110924X61935_1,2.0,2.0,0.0,2.0,0.0,20110924X61935,1
6832,20110924X93314_1,3.0,0.0,0.0,0.0,0.0,20110924X93314,1
6833,20110925X02505_1,2.0,0.0,0.0,0.0,0.0,20110925X02505,1
6834,20110925X61033_1,1.0,1.0,0.0,0.0,1.0,20110925X61033,1
6835,20110925X65804_1,1.0,1.0,0.0,0.0,1.0,20110925X65804,1
6836,20110926X11025_1,1.0,0.0,0.0,0.0,0.0,20110926X11025,1
6837,20110926X11025_2,2.0,0.0,0.0,0.0,0.0,20110926X11025,2
6838,20110926X21817_1,2.0,1.0,1.0,0.0,0.0,20110926X21817,1
6839,20110926X34600_1,2.0,0.0,0.0,0.0,0.0,20110926X34600,1
6840,20110926X50902_1,2.0,2.0,0.0,0.0,2.0,20110926X50902,1
