ev_id,ntsb_no,ev_type,ev_date,ev_time,ev_country,ev_year,ev_month,on_ground_collision,latitude,longitude,apt_dist,light_cond,wind_vel_kts,gust_kts,altimeter,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,ev_inj_tot_f,ev_inj_tot_m,ev_inj_tot_n,ev_inj_tot_s,ev_inj_tot_t,BroadPhaseofFlight,aircraft_count,Aircraft_ID,event_key,Aircraft_Key,eng_type,far_part,damage,acft_make,acft_category,homebuilt,total_seats,num_eng,fixed_retractable,date_last_insp,owner_acft,certs_held,oprtng_cert,oper_cert,second_pilot,evacuation,rwy_len,rwy_width,acft_year,fuel_on_board,unmanned,acft_fatal_count,acft_minor_count,acft_none_count,acft_serious_count,acft_total_person_count,acft_injured_person_count
20200711X75312,WPR20CA221,ACC,07/11/20 00:00:00,1755.0,USA,2020,7,,042625N,1115445W,0.0,DAYL,4.0,0.0,30.219999,NONE,,,,0,0,1,0,1.0,Takeoff,1.0,1,20200711X75312_1,1.0,REC,091,SUBS,QUICKIE,AIR,Y,2.0,1.0,FIXD,06/18/20 00:00:00,,Y,,,N,,3457.0,50.0,2020.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200713X05556,CEN20LA279,ACC,07/10/20 00:00:00,1955.0,USA,2020,7,,036339N,0102317W,0.0,DAYL,12.0,0.0,30.120001,NONE,,,,0,0,1,0,1.0,Enroute,1.0,1,20200713X05556_1,1.0,TP,137,SUBS,Air Tractor,AIR,N,1.0,1.0,FIXD,05/23/20 00:00:00,Lease Air Inc.,Y,,,N,,,,1995.0,80.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200713X81524,ERA20CA248,ACC,07/10/20 00:00:00,1425.0,USA,2020,7,,383132N,0775135W,1.0,DAYL,6.0,0.0,29.879999,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200713X81524_1,1.0,REC,091,SUBS,Piper,AIR,N,4.0,1.0,FIXD,11/30/19 00:00:00,Richard S. Simpson,Y,,,Y,,5000.0,100.0,1954.0,30.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200713X80346,ERA20CA249,ACC,07/11/20 00:00:00,1740.0,USA,2020,7,,344836N,0824210W,0.0,DAYL,,0.0,29.889999,NONE,0.0,0.0,0.0,0,0,1,0,1.0,Landing,1.0,1,20200713X80346_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,06/26/20 00:00:00,,Y,,,N,,5002.0,100.0,1977.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200713X33312,WPR20CA222,ACC,07/14/20 00:00:00,100.0,USA,2020,7,,373932N,0122718W,0.0,DAYL,13.0,0.0,29.870001,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200713X33312_1,1.0,REC,091,SUBS,CESSNA,AIR,N,2.0,1.0,FIXD,04/06/20 00:00:00,CAVALAIR LLC,Y,,,Y,,5694.0,150.0,1977.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200714X42039,DCA20CA122,ACC,07/09/20 00:00:00,2200.0,USA,2020,7,,413718N,0088140W,0.0,DAYL,9.0,16.0,29.780001,SERS,,,,0,1,63,1,65.0,Enroute,1.0,1,20200714X42039_1,1.0,TF,121,UNK,Embraer,AIR,N,81.0,2.0,RETR,05/06/20 00:00:00,American Airlines Inc,Y,,,,,,,2016.0,,0.0,0.0,1.0,63.0,1.0,65.0,2.0
20200709X40852,ERA20CA250,ACC,07/09/20 00:00:00,1700.0,USA,2020,7,,044255N,0070171W,0.0,DAYL,,0.0,30.0,NONE,0.0,0.0,0.0,0,0,1,0,1.0,Landing,1.0,1,20200709X40852_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,02/18/20 00:00:00,L-A Pilots Club Llc,Y,,,N,,5001.0,100.0,1997.0,33.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200714X64315,CEN20CA280,ACC,07/14/20 00:00:00,1130.0,USA,2020,7,,395553N,0008411W,0.0,DAYL,,0.0,30.049999,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200714X64315_1,1.0,REC,091,SUBS,Waco,AIR,N,4.0,1.0,FIXD,10/08/19 00:00:00,,Y,,,N,,2000.0,150.0,1934.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200714X70754,CEN20CA281,ACC,07/14/20 00:00:00,1630.0,USA,2020,7,,293022N,0952837W,0.0,DAYL,3.0,0.0,29.969999,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200714X70754_1,1.0,REC,091,SUBS,Champion,AIR,N,2.0,1.0,FIXD,06/26/20 00:00:00,,Y,,,N,,5002.0,100.0,1995.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200713X11352,CEN20LA282,ACC,07/08/20 00:00:00,1445.0,USA,2020,7,,292848N,0892030W,0.0,DAYL,10.0,0.0,30.01,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200713X11352_1,1.0,REC,091,SUBS,Robinson,HELI,N,,1.0,FIXD,05/26/20 00:00:00,,Y,,,N,,,,2000.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200715X50601,ANC20CA067,ACC,07/10/20 00:00:00,2230.0,USA,2020,7,Y,058448N,0157120W,0.0,DAYL,6.0,0.0,29.889999,NONE,,,,0,0,3,0,3.0,Taxi,2.0,1,20200715X50601_1,1.0,REC,135,SUBS,Piper,AIR,N,6.0,1.0,FIXD,06/01/20 00:00:00,,Y,,,,,,,1977.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200715X50601,ANC20CA067,ACC,07/10/20 00:00:00,2230.0,USA,2020,7,Y,058448N,0157120W,0.0,DAYL,6.0,0.0,29.889999,NONE,,,,0,0,3,0,3.0,Taxi,2.0,2,20200715X50601_2,2.0,REC,091,SUBS,PIPER,AIR,N,4.0,1.0,FIXD,03/01/20 00:00:00,,Y,,,N,,,,1974.0,36.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200715X05525,ANC20CA068,ACC,07/10/20 00:00:00,1830.0,USA,2020,7,,055461N,0131251W,0.0,DAYL,13.0,0.0,29.84,NONE,,,,0,0,1,0,1.0,Standing,1.0,1,20200715X05525_1,1.0,REC,135,SUBS,Robinson,HELI,N,4.0,1.0,FIXD,05/20/20 00:00:00,"Helicopter Air Alaska, LLC",Y,,,N,,,,2004.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200715X22441,CEN20CA284,ACC,07/14/20 00:00:00,1740.0,USA,2020,7,,030315N,0095336W,1.0,DAYL,8.0,0.0,29.959999,NONE,,,,0,0,2,0,2.0,Takeoff,1.0,1,20200715X22441_1,1.0,REC,091,SUBS,Beech,AIR,N,5.0,2.0,RETR,03/26/20 00:00:00,Up And Up Aviation LLC,Y,,,Y,,7009.0,100.0,1961.0,130.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200716X10938,ERA20CA251,ACC,07/14/20 00:00:00,1400.0,USA,2020,7,,353237N,0078453W,0.0,DAYL,,0.0,30.0,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200716X10938_1,1.0,REC,091,SUBS,Piper,AIR,N,4.0,1.0,FIXD,06/26/20 00:00:00,,Y,,,N,,2780.0,90.0,1954.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200715X12929,CEN20CA285,ACC,07/15/20 00:00:00,2040.0,USA,2020,7,,041356N,0861054W,0.0,DAYL,8.0,0.0,0.0,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200715X12929_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,,FIXD,07/13/20 00:00:00,,Y,,,N,,5001.0,75.0,1968.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200715X94450,ERA20CA252,ACC,07/14/20 00:00:00,2100.0,USA,2020,7,,403128N,0743554W,0.0,DAYL,8.0,0.0,29.959999,MINR,,,,0,1,0,0,1.0,Takeoff,1.0,1,20200715X94450_1,1.0,REC,091,SUBS,FURLONG,AIR,N,4.0,1.0,FIXD,06/15/20 00:00:00,,Y,,,N,,3507.0,50.0,1998.0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200715X31616,CEN20LA286,ACC,07/02/20 00:00:00,1500.0,USA,2020,7,,301648N,0925120W,0.0,DAYL,5.0,0.0,30.0,MINR,,,,0,1,0,0,1.0,Enroute,1.0,1,20200715X31616_1,1.0,REC,091,SUBS,Robinson,HELI,N,4.0,1.0,FIXD,06/09/20 00:00:00,"Direct Aerial Services, LLC",Y,,,N,,,,2002.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200715X70736,WPR20LA223,ACC,07/15/20 00:00:00,1802.0,USA,2020,7,,343554N,1051155W,0.0,DAYL,12.0,0.0,30.309999,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200715X70736_1,1.0,REC,091,SUBS,Piper,AIR,N,4.0,2.0,FIXD,04/30/20 00:00:00,,Y,,,N,,,,1967.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200716X71613,ERA20CA253,ACC,07/15/20 00:00:00,1115.0,USA,2020,7,,353340N,0761355W,0.0,DAYL,4.0,0.0,30.09,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200716X71613_1,1.0,TP,137,SUBS,Air Tractor,AIR,N,1.0,1.0,FIXD,07/08/20 00:00:00,Tim Whitfield Aviation Inc.,Y,,,N,,3300.0,23.0,2013.0,200.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200715X05658,ANC20LA069,ACC,07/14/20 00:00:00,2355.0,USA,2020,7,,655928N,1443241W,0.0,DAYL,4.0,0.0,29.790001,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200715X05658_1,1.0,TP,137,SUBS,Air Tractor,AIR,N,,1.0,RETR,06/16/20 00:00:00,Aero Spray Inc,Y,,,N,,,,2017.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200713X32454,CEN20LA287,ACC,07/03/20 00:00:00,1330.0,USA,2020,7,,345834N,0912725W,0.0,DAYL,4.0,0.0,30.01,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200713X32454_1,1.0,TP,137,SUBS,Air Tractor,AIR,N,1.0,1.0,FIXD,06/30/20 00:00:00,Bell's Ag Service Inc,Y,,,N,,,,2002.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200716X94229,CEN20LA288,ACC,07/16/20 00:00:00,2220.0,USA,2020,7,,039731N,0941955W,5.0,DAYL,5.0,0.0,30.040001,NONE,,,,0,0,1,0,1.0,Enroute,1.0,1,20200716X94229_1,,,,UNK,,,,,,,,,,,,,,,,,,,,,,,,
20200717X44819,WPR20LA224,ACC,07/17/20 00:00:00,1554.0,USA,2020,7,,444741N,0122379W,0.0,DAYL,4.0,0.0,30.09,FATL,,,,1,0,0,0,1.0,Maneuvering,1.0,1,20200717X44819_1,1.0,TS,137,DEST,Hiller,HELI,N,3.0,1.0,FIXD,07/14/20 00:00:00,Bank of Utah Trustee,Y,,,N,,,,1960.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200709X11322,ERA20CA254,ACC,07/04/20 00:00:00,2345.0,USA,2020,7,,035447N,0008531W,3.0,DAYL,4.0,0.0,29.889999,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200709X11322_1,1.0,REC,091,SUBS,Lockwood,AIR,Y,2.0,2.0,RETR,08/24/19 00:00:00,,Y,,,N,,,,2015.0,24.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200717X43430,CEN20CA289,ACC,07/17/20 00:00:00,1400.0,USA,2020,7,,393022N,1071833W,0.0,DAYL,,0.0,30.4,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200717X43430_1,1.0,REC,091,SUBS,CESSNA,AIR,N,2.0,1.0,FIXD,03/17/20 00:00:00,,Y,,,N,,3305.0,50.0,1967.0,40.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200719X21958,CEN20LA290,ACC,07/18/20 00:00:00,2130.0,USA,2020,7,,039163N,0841557W,0.0,DAYL,10.0,0.0,30.030001,NONE,,,,0,0,1,0,1.0,Enroute,1.0,1,20200719X21958_1,1.0,REC,091,SUBS,PIPER,AIR,N,,,FIXD,03/04/20 00:00:00,,Y,,,N,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200720X02411,ERA20CA256,ACC,07/19/20 00:00:00,1530.0,USA,2020,7,,263848N,0801742W,0.0,DAYL,13.0,0.0,30.040001,SERS,,,,0,0,0,1,1.0,Landing,1.0,1,20200720X02411_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,02/11/20 00:00:00,,Y,,,N,,4055.0,75.0,1974.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200716X10253,ANC20CA070,ACC,07/16/20 00:00:00,2314.0,USA,2020,7,,059240N,0153310W,0.0,DAYL,9.0,0.0,29.73,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200716X10253_1,1.0,TS,133,SUBS,Bell,HELI,N,7.0,1.0,FIXD,05/01/20 00:00:00,Heliotrope Corp,Y,,,N,,,,1982.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200719X23732,CEN20LA291,ACC,07/18/20 00:00:00,1245.0,USA,2020,7,,323950N,0097539W,0.0,DAYL,6.0,0.0,30.030001,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200719X23732_1,1.0,REC,091,SUBS,CESSNA,AIR,N,2.0,1.0,FIXD,01/14/20 00:00:00,,Y,,,Y,,6080.0,100.0,1951.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200719X22746,CEN20LA292,ACC,07/19/20 00:00:00,345.0,USA,2020,7,,352254N,0099124W,0.0,NDRK,17.0,0.0,29.98,NONE,,,,0,0,4,0,4.0,Enroute,1.0,1,20200719X22746_1,1.0,REC,091,SUBS,Beech,AIR,N,4.0,1.0,FIXD,10/22/19 00:00:00,,Y,,,N,,,,1969.0,58.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
20200717X01732,WPR20LA225,ACC,07/17/20 00:00:00,2045.0,USA,2020,7,,039222N,0121543W,0.0,DAYL,,0.0,29.889999,NONE,,,,0,0,2,0,2.0,Unknown,1.0,1,20200717X01732_1,1.0,REC,091,SUBS,Vans,AIR,Y,2.0,1.0,FIXD,12/07/19 00:00:00,,Y,,,Y,,1800.0,50.0,2000.0,13.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200720X80325,ANC20CA071,ACC,07/14/20 00:00:00,215.0,USA,2020,7,,061181N,0148300W,0.0,DAYL,7.0,15.0,29.870001,NONE,,,,0,0,4,0,4.0,Landing,1.0,1,20200720X80325_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,04/02/20 00:00:00,,Y,,,N,,,,1973.0,48.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
20200705X10740,WPR20LA226,ACC,07/05/20 00:00:00,1824.0,USA,2020,7,,335835N,0117385W,0.0,DAYL,,0.0,29.93,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200705X10740_1,1.0,REC,091,SUBS,BOEING,AIR,N,2.0,1.0,FIXD,01/03/20 00:00:00,Air Museum,Y,,,N,,4858.0,150.0,1941.0,46.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200713X85046,WPR20CA227,ACC,07/12/20 00:00:00,1430.0,USA,2020,7,,004592N,1145958W,1.0,DAYL,,0.0,30.059999,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200713X85046_1,1.0,REC,091,SUBS,Champion,AIR,N,2.0,1.0,FIXD,07/01/20 00:00:00,Brickley Construction,Y,,,N,,560.0,30.0,2006.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200720X84108,WPR20LA228,ACC,07/20/20 00:00:00,1638.0,USA,2020,7,,381223N,1204249W,0.0,DAYL,,0.0,29.98,NONE,,,,0,0,3,0,3.0,Maneuvering,1.0,1,20200720X84108_1,1.0,TS,091,DEST,Md Helicopter,HELI,N,8.0,1.0,FIXD,06/25/20 00:00:00,Cobra Aviation Services LLC,Y,,,N,,,,1998.0,95.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
20200721X00448,CEN20LA294,ACC,07/20/20 00:00:00,2100.0,USA,2020,7,,041393N,0951911W,0.0,DAYL,6.0,0.0,30.01,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200721X00448_1,1.0,TP,137,SUBS,Rockwell,AIR,N,1.0,1.0,FIXD,07/11/20 00:00:00,Individual,Y,,,N,,,,1973.0,180.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200721X02950,CEN20CA296,ACC,07/20/20 00:00:00,1923.0,USA,2020,7,,039938N,0863229W,0.0,DAYL,3.0,0.0,30.01,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200721X02950_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,,Pilot,Y,,,N,,6500.0,150.0,1952.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200720X04711,WPR20LA229,ACC,07/20/20 00:00:00,352.0,USA,2020,7,,046249N,0118252W,0.0,DUSK,4.0,0.0,29.92,NONE,,,,0,0,2,0,2.0,Initial Climb,1.0,1,20200720X04711_1,1.0,REC,091,SUBS,Costruzioni Aeronautiche Tecna,AIR,N,2.0,1.0,FIXD,04/16/09 00:00:00,,Y,,,Y,,3819.0,60.0,,15.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200718X42201,WPR20CA230,ACC,07/18/20 00:00:00,1450.0,USA,2020,7,,393947N,1195254W,0.0,DAYL,,0.0,30.209999,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200718X42201_1,1.0,REC,091,SUBS,Seele,AIR,Y,2.0,1.0,FIXD,06/17/20 00:00:00,,Y,,,N,,7608.0,150.0,2015.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200716X41428,ERA20CA257,ACC,07/16/20 00:00:00,1450.0,USA,2020,7,,029618N,0812929W,1.0,DAYL,,0.0,30.120001,MINR,,,,0,2,0,0,2.0,Landing,1.0,1,20200716X41428_1,1.0,REC,091,SUBS,Kade,AIR,Y,2.0,1.0,FIXD,05/20/20 00:00:00,,Y,,,N,,,,2003.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
20200710X53101,WPR20CA231,ACC,06/23/20 00:00:00,300.0,USA,2020,6,,435648N,1114132W,0.0,DAWN,3.0,0.0,30.059999,NONE,,,,0,0,2,0,2.0,Takeoff,1.0,1,20200710X53101_1,1.0,REC,091,SUBS,CHAD LEWIS,AIR,Y,2.0,1.0,FIXD,02/26/20 00:00:00,BUSHWHACKED LLC,Y,,,N,,4500.0,50.0,2013.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200721X85220,CEN20CA298,ACC,07/21/20 00:00:00,2120.0,USA,2020,7,,453329N,0931552W,0.0,DAYL,5.0,0.0,29.860001,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200721X85220_1,1.0,REC,091,SUBS,Cessna,AIR,N,,1.0,FIXD,10/01/19 00:00:00,,Y,,,Y,,4001.0,75.0,1954.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200722X01318,CEN20CA299,ACC,07/22/20 00:00:00,253.0,USA,2020,7,,030349N,0953312W,0.0,NITE,9.0,0.0,29.92,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200722X01318_1,1.0,REC,091,SUBS,Rockwell,AIR,N,4.0,1.0,RETR,04/28/20 00:00:00,,Y,,,N,,7009.0,100.0,1972.0,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200722X61420,CEN20CA300,ACC,07/20/20 00:00:00,1840.0,USA,2020,7,,423731N,0903516W,0.0,DAYL,3.0,0.0,30.040001,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200722X61420_1,1.0,REC,137,SUBS,Robinson,HELI,N,4.0,1.0,FIXD,09/13/19 00:00:00,MF Helicopters LLC,Y,,,N,,,,1998.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200722X63512,WPR20CA232,ACC,07/11/20 00:00:00,100.0,USA,2020,7,,064817N,1475912W,0.0,DAYL,5.0,5.0,0.0,NONE,,,,0,0,3,0,3.0,Takeoff,1.0,1,20200722X63512_1,1.0,REC,091,SUBS,CESSNA,AIR,N,5.0,1.0,FIXD,05/01/20 00:00:00,BIK AIR LLC,Y,,,N,,4000.0,60.0,,26.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
20200722X71441,WPR20CA233,ACC,07/20/20 00:00:00,330.0,USA,2020,7,,061327N,1494348W,0.0,DAYL,4.0,0.0,29.799999,NONE,,,,0,0,2,0,2.0,Taxi,1.0,1,20200722X71441_1,1.0,REC,091,SUBS,Cessna,AIR,N,2.0,1.0,FIXD,10/29/19 00:00:00,,Y,,,N,,,,1954.0,30.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200722X25915,CEN20LA301,ACC,07/22/20 00:00:00,2245.0,USA,2020,7,,033540N,0944948W,1.0,DAYL,7.0,0.0,29.950001,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200722X25915_1,1.0,REC,091,SUBS,Vans,AIR,N,2.0,1.0,FIXD,05/01/20 00:00:00,,Y,,,N,,,,2009.0,32.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200721X20716,ERA20LA258,ACC,07/21/20 00:00:00,127.0,USA,2020,7,,401639N,0754714W,0.0,NITE,3.0,0.0,29.950001,NONE,,,,0,0,3,0,3.0,Enroute,1.0,1,20200721X20716_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,07/16/20 00:00:00,,Y,,,Y,,,,1957.0,,0.0,0.0,0.0,3.0,0.0,3.0,0.0
20200721X12813,CEN20CA302,ACC,07/21/20 00:00:00,2.0,USA,2020,7,,422022N,0088146W,0.0,NITE,4.0,0.0,30.02,MINR,,,,0,1,0,0,1.0,Landing,1.0,1,20200721X12813_1,1.0,REC,091,SUBS,PIPER,AIR,N,,1.0,FIXD,,,Y,,,,,3270.0,40.0,1968.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200723X12645,WPR20LA234,ACC,07/23/20 00:00:00,215.0,USA,2020,7,,324121N,0116482W,0.0,DUSK,8.0,0.0,29.889999,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200723X12645_1,1.0,REC,091,SUBS,MONTANA,AIR,Y,2.0,1.0,FIXD,08/18/19 00:00:00,,Y,,,Y,,,,,24.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200723X65737,WPR20LA235,ACC,07/21/20 00:00:00,1158.0,USA,2020,7,,473335N,1152622W,0.0,DAYL,3.0,0.0,29.950001,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200723X65737_1,1.0,TS,133,SUBS,MCDONNELL DOUGLAS,HELI,N,2.0,1.0,FIXD,05/07/20 00:00:00,,Y,,,N,,,,1998.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200723X02925,WPR20CA236,ACC,07/08/20 00:00:00,430.0,USA,2020,7,,621857N,1532154W,0.0,DAYL,,0.0,29.9,NONE,,,,0,0,2,0,2.0,Takeoff,1.0,1,20200723X02925_1,1.0,REC,091,SUBS,Stinson,AIR,N,4.0,1.0,FIXD,07/06/20 00:00:00,,Y,,,N,,1500.0,50.0,1947.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200722X32649,CEN20CA303,ACC,07/22/20 00:00:00,2300.0,USA,2020,7,,345122N,0092452W,0.0,DAYL,,0.0,0.0,NONE,,,,0,0,1,0,1.0,Enroute,1.0,1,20200722X32649_1,,,,UNK,,,,,,,,,,,,,,,,,,,,,,,,
20200723X40050,ERA20LA259,ACC,07/22/20 00:00:00,1600.0,USA,2020,7,,032185N,0862343W,0.0,DAYL,,0.0,30.120001,NONE,0.0,0.0,0.0,0,0,3,0,3.0,Landing,1.0,1,20200723X40050_1,1.0,TF,091,SUBS,Beech,AIR,N,9.0,2.0,RETR,12/01/19 00:00:00,N425BJ LLC,Y,,,Y,,9020.0,150.0,1987.0,400.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
20200724X65101,WPR20LA237,ACC,07/24/20 00:00:00,1859.0,USA,2020,7,,035810N,1182647W,1.0,DAYL,3.0,0.0,29.93,FATL,,,,1,0,0,0,1.0,Landing,1.0,1,20200724X65101_1,1.0,REC,091,SUBS,Vans,AIR,Y,2.0,1.0,FIXD,,,Y,,,N,,4040.0,75.0,2018.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200724X84946,CEN20LA304,ACC,07/24/20 00:00:00,1716.0,USA,2020,7,,393415N,0086301W,0.0,DAYL,,0.0,0.0,FATL,,,,1,0,0,0,1.0,Initial Climb,1.0,1,20200724X84946_1,1.0,REC,091,DEST,Brantly,HELI,N,2.0,1.0,FIXD,,Drake Air LLC,Y,,,N,,,,1963.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200725X12606,CEN20LA305,ACC,07/25/20 00:00:00,1410.0,USA,2020,7,,291953N,0982751W,1.0,DAYL,12.0,19.0,29.879999,FATL,,,,1,0,0,2,3.0,Initial Climb,1.0,1,20200725X12606_1,1.0,REC,091,DEST,Piper,AIR,N,3.0,1.0,FIXD,06/10/20 00:00:00,Robert Cole Perguson,Y,,,N,,4128.0,100.0,1972.0,43.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0
20200725X60143,CEN20LA306,ACC,07/25/20 00:00:00,1736.0,USA,2020,7,,404450N,1014236W,0.0,DAYL,,0.0,29.99,FATL,,,,1,0,0,0,1.0,Maneuvering,1.0,1,20200725X60143_1,1.0,TP,137,SUBS,Air Tractor,AIR,N,1.0,1.0,FIXD,07/22/20 00:00:00,Wilmington Trust Co Trustee,Y,,,N,,,,2012.0,170.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200725X73345,WPR20LA238,ACC,07/25/20 00:00:00,1938.0,USA,2020,7,,040376N,1115920W,1.0,DAYL,6.0,0.0,30.07,FATL,1.0,,,4,1,0,2,8.0,Initial Climb,1.0,1,20200725X73345_1,1.0,REC,091,SUBS,Piper,AIR,N,6.0,1.0,RETR,10/18/19 00:00:00,,Y,,,N,,5862.0,100.0,1975.0,98.0,0.0,4.0,1.0,0.0,2.0,7.0,7.0
20200725X62028,CEN20CA307,ACC,07/25/20 00:00:00,1849.0,USA,2020,7,,402425N,0101373W,1.0,DAYL,,0.0,29.969999,SERS,,,,0,1,0,1,2.0,Initial Climb,1.0,1,20200725X62028_1,1.0,REC,091,SUBS,Vans,AIR,Y,2.0,1.0,FIXD,01/07/20 00:00:00,,Y,,,N,,,,1996.0,15.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
20200726X51530,WPR20LA239,ACC,07/26/20 00:00:00,1710.0,USA,2020,7,,405912N,1113147W,0.0,DAYL,10.0,0.0,30.15,MINR,,,,0,1,0,0,1.0,Maneuvering,1.0,1,20200726X51530_1,1.0,REC,091,SUBS,Vans,AIR,Y,,1.0,FIXD,04/20/20 00:00:00,,Y,,,N,,,,2005.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200725X12343,ERA20CA260,ACC,07/24/20 00:00:00,2230.0,USA,2020,7,,394038N,0763634W,0.0,DAYL,,0.0,30.049999,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200725X12343_1,1.0,REC,091,SUBS,Robinson,HELI,N,4.0,1.0,FIXD,01/09/20 00:00:00,,Y,,,N,,,,1997.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
