ev_id,ntsb_no,ev_type,ev_date,ev_time,ev_country,ev_year,ev_month,on_ground_collision,latitude,longitude,apt_dist,light_cond,wind_vel_kts,gust_kts,altimeter,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,ev_inj_tot_f,ev_inj_tot_m,ev_inj_tot_n,ev_inj_tot_s,ev_inj_tot_t,BroadPhaseofFlight,aircraft_count,Aircraft_ID,event_key,Aircraft_Key,eng_type,far_part,damage,acft_make,acft_category,homebuilt,total_seats,num_eng,fixed_retractable,date_last_insp,owner_acft,certs_held,oprtng_cert,oper_cert,second_pilot,evacuation,rwy_len,rwy_width,acft_year,fuel_on_board,unmanned,acft_fatal_count,acft_minor_count,acft_none_count,acft_serious_count,acft_total_person_count,acft_injured_person_count
20200102X54844,ANC20CA011,ACC,01/01/20 00:00:00,530.0,USA,2020,1,,064401N,0014880W,0.0,NDRK,4.0,0.0,28.940001,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200102X54844_1,1.0,REC,091,SUBS,Cessna,AIR,N,2.0,1.0,FIXD,12/14/18 00:00:00,,Y,,,N,,,,1953.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200101X91024,CEN20LA053,ACC,01/01/20 00:00:00,2146.0,USA,2020,1,,344826N,0096401W,1.0,DAYL,17.0,26.0,29.68,MINR,,,,0,2,0,0,2.0,Enroute,1.0,1,20200101X91024_1,1.0,REC,091,SUBS,Cessna,AIR,N,6.0,1.0,RETR,10/06/19 00:00:00,,Y,,,N,,,,1974.0,69.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
20200104X54406,WPR20FA057,ACC,01/04/20 00:00:00,1809.0,USA,2020,1,,342157N,0118309W,0.0,DAYL,,0.0,30.360001,FATL,,,,1,0,0,0,1.0,Enroute,1.0,1,20200104X54406_1,1.0,REC,091,DEST,Thunder Mustang ,AIR,Y,,1.0,RETR,,,Y,,,N,,,,2001.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200105X53312,ERA20FA063,ACC,01/05/20 00:00:00,1843.0,USA,2020,1,,341622N,0865129W,0.0,DAYL,5.0,0.0,30.299999,FATL,,,,2,0,0,0,2.0,Initial Climb,1.0,1,20200105X53312_1,1.0,REC,091,DEST,Vans,AIR,Y,2.0,1.0,FIXD,08/18/14 00:00:00,,Y,,,N,,5500.0,100.0,2014.0,,0.0,2.0,0.0,0.0,0.0,2.0,2.0
20200102X30206,ERA20LA064,ACC,01/02/20 00:00:00,1525.0,USA,2020,1,,003556N,0775343W,0.0,DAYL,8.0,0.0,30.110001,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200102X30206_1,1.0,REC,091,SUBS,Cirrus,AIR,N,4.0,1.0,FIXD,09/22/19 00:00:00,Cornerstone Aviation LLC.,Y,,,N,,,,2006.0,81.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200105X93559,ERA20CA065,ACC,01/05/20 00:00:00,2149.0,USA,2020,1,,352314N,0082633W,17.0,DAYL,11.0,0.0,30.23,SERS,0.0,0.0,0.0,0,3,0,1,4.0,Maneuvering,1.0,1,20200105X93559_1,1.0,REC,091,SUBS,American Aviation,AIR,N,4.0,1.0,FIXD,03/13/19 00:00:00,,Y,,,N,,,,1976.0,,0.0,0.0,3.0,0.0,1.0,4.0,4.0
20200104X82940,CEN20LA055,ACC,01/04/20 00:00:00,2200.0,USA,2020,1,,031391N,0983915W,0.0,DAYL,3.0,0.0,30.280001,NONE,,,,0,0,2,0,2.0,Approach,1.0,1,20200104X82940_1,1.0,REC,091,SUBS,Aero Commander,AIR,N,4.0,1.0,FIXD,06/28/19 00:00:00,,Y,,,Y,,,,1967.0,40.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200106X65620,ERA20FA068,ACC,01/06/20 00:00:00,1923.0,USA,2020,1,,332940N,0833833W,0.0,DAYL,5.0,0.0,30.120001,FATL,,,,1,0,0,0,1.0,Enroute,1.0,1,20200106X65620_1,1.0,REC,091,DEST,Cessna,AIR,N,4.0,1.0,FIXD,09/17/18 00:00:00,,Y,,,N,,,,1966.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200106X90557,ERA20LA069,ACC,01/06/20 00:00:00,2224.0,USA,2020,1,,038430N,0835846W,1.0,DUSK,,0.0,30.219999,SERS,,,,0,0,0,1,1.0,Approach,1.0,1,20200106X90557_1,1.0,REC,091,SUBS,Glassair,AIR,Y,2.0,1.0,FIXD,01/03/20 00:00:00,,Y,,,N,,5000.0,75.0,2008.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200107X14009,WPR20CA059,ACC,01/04/20 00:00:00,2009.0,USA,2020,1,,381744N,1204315W,0.0,DAYL,11.0,0.0,30.35,NONE,,,,0,0,1,0,1.0,Taxi,1.0,1,20200107X14009_1,,,,UNK,,,,,,,,,,,,,,,,,,,,,,,,
20200107X20502,WPR20CA060,ACC,01/04/20 00:00:00,400.0,USA,2020,1,,034810N,1155640W,0.0,NITE,,0.0,30.370001,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200107X20502_1,1.0,REC,091,SUBS,Cessna,AIR,N,,1.0,FIXD,11/18/19 00:00:00,,Y,,,N,,,,1975.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200107X21841,WPR20LA062,ACC,01/06/20 00:00:00,2109.0,USA,2020,1,,003458N,0011826W,0.0,DAYL,,0.0,30.23,NONE,,,,0,0,1,0,1.0,Maneuvering,1.0,1,20200107X21841_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,12/04/19 00:00:00,Mondo Beyondo Thrill Squadron,Y,,,N,,,,1966.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200108X05551,ANC20CA012,ACC,01/07/20 00:00:00,105.0,USA,2020,1,,211814N,0158427W,0.0,DAYL,12.0,28.0,30.120001,MINR,,,,0,1,1,0,2.0,Takeoff,1.0,1,20200108X05551_1,1.0,REC,091,SUBS,Cirrus,AIR,N,4.0,,FIXD,12/11/19 00:00:00,,Y,,,Y,,8000.0,200.0,2007.0,,0.0,0.0,1.0,1.0,0.0,2.0,1.0
20200108X75639,ERA20LA071,ACC,01/08/20 00:00:00,1839.0,USA,2020,1,,315745N,0843139W,0.0,DAYL,,0.0,30.43,MINR,,,,0,2,0,0,2.0,Maneuvering,1.0,1,20200108X75639_1,1.0,TS,PUBU,SUBS,Hughes,HELI,N,4.0,1.0,FIXD,10/10/19 00:00:00,US Dept Of Agriculture,Y,,,N,,,,1969.0,30.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
20200109X21704,DCA20CA049,ACC,01/08/20 00:00:00,2130.0,USA,2020,1,,404637N,0735226W,0.0,DAYL,,0.0,0.0,NONE,,,,0,0,121,0,121.0,Standing,1.0,1,20200109X21704_1,1.0,TF,121,SUBS,Boeing,AIR,N,,2.0,RETR,,Wells Fargo Trust Co Na Trustee,Y,,,,,,,2013.0,,0.0,0.0,0.0,121.0,0.0,121.0,0.0
20200109X13705,ERA20CA072,ACC,01/07/20 00:00:00,1718.0,USA,2020,1,,363956N,0761914W,6193.0,DAYL,9.0,0.0,29.959999,MINR,,,,0,2,0,0,2.0,Approach,1.0,1,20200109X13705_1,1.0,REC,091,SUBS,Beech,AIR,N,4.0,1.0,FIXD,08/01/19 00:00:00,,Y,,,Y,,5500.0,100.0,1973.0,44.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
20200106X74402,ERA20CA073,ACC,01/03/20 00:00:00,1440.0,USA,2020,1,,182613N,0066018W,6.0,DAYL,6.0,0.0,0.0,NONE,,,,0,0,5,0,5.0,Landing,1.0,1,20200106X74402_1,1.0,TF,091,SUBS,BEECH,AIR,N,10.0,2.0,RETR,11/01/19 00:00:00,Hawker 900 Xp Llc,Y,,,Y,,5539.0,100.0,2009.0,537.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
20200109X20857,ERA20FA074,ACC,01/10/20 00:00:00,129.0,USA,2020,1,,401340N,0077113W,0.0,NITE,7.0,0.0,30.67,FATL,,,,2,0,0,0,2.0,Enroute,1.0,1,20200109X20857_1,1.0,TS,091,DEST,ROBINSON,HELI,N,5.0,1.0,FIXD,01/28/19 00:00:00,,Y,,,N,,,,2019.0,74.6,0.0,2.0,0.0,0.0,0.0,2.0,2.0
20200112X30726,WPR20FA063,ACC,01/12/20 00:00:00,101.0,USA,2020,1,,461357N,1082156W,0.0,NITE,14.0,0.0,29.65,FATL,,,,4,0,0,0,4.0,Enroute,1.0,1,20200112X30726_1,1.0,REC,091,DEST,Cessna,AIR,N,4.0,1.0,RETR,01/03/19 00:00:00,Marginal Aviation LLC,Y,,,N,,,,1978.0,,0.0,4.0,0.0,0.0,0.0,4.0,4.0
20200113X82223,CEN20LA058,ACC,01/11/20 00:00:00,2320.0,USA,2020,1,,292624N,0983448W,0.0,DAYL,4.0,0.0,30.120001,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200113X82223_1,1.0,REC,091,SUBS,Piper,AIR,N,6.0,1.0,RETR,11/27/19 00:00:00,Mission Flight Charter Services Llc,Y,,,N,,,,2015.0,90.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200113X34716,ANC20LA013,ACC,01/12/20 00:00:00,2123.0,USA,2020,1,,644842N,1475211W,0.0,DAYL,,0.0,30.15,NONE,,,,0,0,9,0,9.0,Approach,1.0,1,20200113X34716_1,1.0,REC,135,SUBS,Piper,AIR,N,10.0,2.0,RETR,01/07/20 00:00:00,Icecap LLC Trustee,Y,,,N,,11800.0,150.0,1982.0,186.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
20200115X40405,WPR20CA064,ACC,01/13/20 00:00:00,2030.0,USA,2020,1,,335524N,1182015W,0.0,DAYL,,0.0,30.120001,MINR,,,,0,1,0,0,1.0,Landing,1.0,1,20200115X40405_1,1.0,REC,091,SUBS,AIRBORNE,AIR,N,2.0,1.0,FIXD,03/24/19 00:00:00,,Y,,,,,4884.0,100.0,2008.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200115X85405,WPR20FA065,ACC,01/15/20 00:00:00,2211.0,USA,2020,1,,411142N,0112044W,0.0,DAYL,8.0,0.0,30.17,FATL,,,,1,0,0,0,1.0,Approach,1.0,1,20200115X85405_1,,,,UNK,,,,,,,,,,,,,,,,,,,,,,,,
20200115X23243,ERA20CA075,ACC,01/15/20 00:00:00,1718.0,USA,2020,1,,284834N,0082359W,0.0,DAYL,3.0,0.0,30.209999,MINR,,,,0,1,0,0,1.0,Takeoff,1.0,1,20200115X23243_1,1.0,REC,091,SUBS,Vans,AIR,Y,2.0,1.0,FIXD,12/11/19 00:00:00,,Y,,,N,,4100.0,100.0,2007.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200115X02226,ERA20LA076,ACC,01/15/20 00:00:00,1950.0,USA,2020,1,,424658N,0071311W,0.0,DAYL,9.0,0.0,30.07,SERS,0.0,0.0,0.0,0,0,0,1,1.0,Takeoff,1.0,1,20200115X02226_1,1.0,REC,091,SUBS,MAGNI,GYRO,Y,2.0,1.0,FIXD,11/16/19 00:00:00,,Y,,,N,,6000.0,100.0,2019.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200109X52615,WPR20CA066,ACC,01/08/20 00:00:00,2300.0,USA,2020,1,,463625N,1115859W,4765.0,DAYL,7.0,0.0,29.540001,NONE,,,,0,0,1,0,1.0,Takeoff,1.0,1,20200109X52615_1,1.0,REC,091,SUBS,Piper,AIR,N,4.0,2.0,RETR,12/16/19 00:00:00,,Y,,,N,,,,1956.0,58.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200115X81659,ERA20LA077,ACC,01/14/20 00:00:00,2100.0,USA,2020,1,,274554N,0823737W,0.0,DAYL,9.0,0.0,30.18,NONE,,,,0,0,3,0,3.0,Takeoff,1.0,1,20200115X81659_1,1.0,REC,091,SUBS,Velocity,AIR,Y,4.0,1.0,RETR,06/22/19 00:00:00,Barraza Marin & Associates LLC ,Y,,,N,,3677.0,75.0,1997.0,26.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
20200116X45001,ERA20LA079,ACC,01/16/20 00:00:00,1830.0,USA,2020,1,,283721N,0080507W,0.0,DAYL,6.0,0.0,30.25,NONE,,,,0,0,1,0,1.0,Initial Climb,1.0,1,20200116X45001_1,1.0,REC,091,SUBS,RANS,AIR,Y,2.0,1.0,FIXD,03/28/19 00:00:00,,Y,,,N,,1805.0,100.0,1999.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200116X50821,CEN20CA062,ACC,01/16/20 00:00:00,1845.0,USA,2020,1,,385545N,0902551W,0.0,DAYL,6.0,0.0,30.75,NONE,,,,0,0,2,0,2.0,Approach,1.0,1,20200116X50821_1,1.0,REC,091,SUBS,Beech,AIR,N,,2.0,FIXD,01/06/20 00:00:00,St Charles Flying Service Inc,Y,,,Y,,3800.0,75.0,1979.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200117X71039,ANC20LA015,ACC,01/16/20 00:00:00,1806.0,USA,2020,1,,535356N,1663242W,1.0,NITE,15.0,28.0,29.469999,SERS,,,,0,0,4,1,5.0,Takeoff,1.0,1,20200117X71039_1,1.0,TP,135,SUBS,Beech,AIR,N,8.0,,RETR,12/05/19 00:00:00,Corsair Two LLC,Y,,,N,,4500.0,100.0,1998.0,,0.0,0.0,0.0,4.0,1.0,5.0,1.0
20200120X80146,WPR20FA067,ACC,01/20/20 00:00:00,1820.0,USA,2020,1,,315420N,0095512W,0.0,DAYL,5.0,0.0,29.84,FATL,,,,1,0,0,0,1.0,Maneuvering,1.0,1,20200120X80146_1,1.0,REC,091,DEST,Cessna,AIR,N,,1.0,FIXD,,,Y,,,,,,,1966.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200115X82407,ERA20CA081,ACC,01/14/20 00:00:00,2326.0,USA,2020,1,,293919N,0081376W,0.0,DAYL,8.0,0.0,0.0,MINR,,,,0,1,0,0,1.0,Landing,1.0,1,20200115X82407_1,1.0,REC,091,SUBS,Pereyra,AIR,Y,2.0,1.0,FIXD,06/26/19 00:00:00,,Y,,,N,,,,2005.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200117X62609,CEN20LA063,ACC,01/17/20 00:00:00,2033.0,USA,2020,1,,041810N,0842630W,0.0,DAYL,8.0,0.0,30.629999,SERS,,,,0,0,0,1,1.0,Initial Climb,1.0,1,20200117X62609_1,1.0,REC,091,DEST,PIEL,AIR,Y,2.0,1.0,FIXD,07/12/19 00:00:00,,Y,,,N,,3400.0,100.0,1980.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200121X51450,WPR20LA068,ACC,01/17/20 00:00:00,300.0,USA,2020,1,,454836N,1095848W,1.0,DAYL,,0.0,29.709999,NONE,,,,0,0,2,0,2.0,Initial Climb,1.0,1,20200121X51450_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,10/25/19 00:00:00,,Y,,,N,,5285.0,75.0,1983.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200121X21657,WPR20CA069,ACC,01/02/20 00:00:00,40.0,USA,2020,1,,341235N,1182924W,23.0,DAYL,4.0,0.0,29.9,SERS,,,,0,0,13,1,14.0,Enroute,1.0,1,20200121X21657_1,1.0,TF,135,UNK,Gulfstream,AIR,N,15.0,2.0,RETR,12/10/19 00:00:00,"8 WindowS, LLC",Y,,,Y,,,,1989.0,,0.0,0.0,0.0,13.0,1.0,14.0,1.0
20200121X55025,WPR20CA070,ACC,01/18/20 00:00:00,1605.0,USA,2020,1,,331825N,1112425W,0.0,DAYL,6.0,0.0,32.27,SERS,,,,0,0,0,1,1.0,Takeoff,1.0,1,20200121X55025_1,1.0,REC,091,SUBS,Powrachute,PPAR,Y,1.0,,FIXD,01/07/19 00:00:00,,Y,,,N,,,,2004.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200121X60556,WPR20CA071,ACC,01/20/20 00:00:00,1925.0,USA,2020,1,,435232N,1212712W,0.0,DAYL,5.0,0.0,29.959999,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200121X60556_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,01/11/20 00:00:00,"Leading Edge Aviation, Inc.",Y,,,N,,5461.0,75.0,1976.0,28.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200119X92652,ERA20CA083,ACC,01/18/20 00:00:00,1530.0,USA,2020,1,,273054N,0815250W,0.0,DAYL,14.0,0.0,30.360001,MINR,0.0,0.0,0.0,0,1,0,0,1.0,Landing,1.0,1,20200119X92652_1,1.0,REC,091,SUBS,Denney,AIR,Y,2.0,1.0,FIXD,05/09/19 00:00:00,,Y,,,N,,4005.0,75.0,2003.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200122X05239,WPR20FA072,ACC,01/22/20 00:00:00,2011.0,USA,2020,1,,335346N,0117368W,0.0,DAYL,5.0,0.0,30.139999,FATL,,,,4,0,0,0,4.0,Takeoff,1.0,1,20200122X05239_1,1.0,REC,091,DEST,Beech,AIR,N,6.0,1.0,RETR,02/18/19 00:00:00,,Y,,,Y,,3200.0,60.0,1983.0,,0.0,4.0,0.0,0.0,0.0,4.0,4.0
20200123X80253,CEN20CA064,ACC,01/21/20 00:00:00,2215.0,USA,2020,1,,422722N,0915643W,0.0,DAYL,12.0,0.0,30.34,SERS,,,,0,0,0,1,1.0,Landing,1.0,1,20200123X80253_1,1.0,REC,091,SUBS,Guimbal,HELI,N,2.0,1.0,FIXD,12/12/19 00:00:00,"H&H Helicopter, LLC",Y,,,N,,,,2019.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200122X92714,WPR20CA073,ACC,01/22/20 00:00:00,2210.0,USA,2020,1,,382225N,1215724W,0.0,DAYL,5.0,0.0,30.25,MINR,,,,0,1,0,0,1.0,Landing,1.0,1,20200122X92714_1,1.0,REC,091,SUBS,Stearman,AIR,N,2.0,,FIXD,02/08/19 00:00:00,,Y,,,N,,4700.0,75.0,1942.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200122X92043,WPR20CA074,ACC,01/22/20 00:00:00,1830.0,USA,2020,1,,036210N,1151124W,6.0,DAYL,,0.0,0.0,MINR,,,,0,1,0,0,1.0,Landing,1.0,1,20200122X92043_1,1.0,REC,091,SUBS,PIPER,AIR,Y,2.0,1.0,FIXD,10/31/19 00:00:00,,Y,,,N,,,,2019.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200122X70630,ERA20LA084,ACC,01/21/20 00:00:00,2218.0,USA,2020,1,,301731N,0841330W,0.0,DAYL,10.0,0.0,30.309999,SERS,,,,0,1,0,1,2.0,Enroute,1.0,1,20200122X70630_1,1.0,REC,091,SUBS,Grumman,AIR,N,4.0,1.0,FIXD,02/15/19 00:00:00,,Y,,,Y,,,,1978.0,52.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
20200124X45349,WPR20FA077,ACC,01/24/20 00:00:00,1756.0,USA,2020,1,,385734N,0121357W,0.0,DAYL,,0.0,30.190001,FATL,,,,2,0,0,1,3.0,Enroute,1.0,1,20200124X45349_1,1.0,REC,091,DEST,Stinson,AIR,N,,1.0,FIXD,12/01/19 00:00:00,,Y,,,Y,,,,,,0.0,2.0,0.0,0.0,1.0,3.0,3.0
20200124X92932,WPR20FA079,ACC,01/24/20 00:00:00,1611.0,USA,2020,1,,034932N,1112938W,0.0,DAYL,,0.0,30.129999,FATL,,,,1,0,0,2,3.0,Maneuvering,1.0,1,20200124X92932_1,1.0,REC,091,DEST,Piper,AIR,N,4.0,1.0,FIXD,03/01/19 00:00:00,Colton T Egbert,Y,,,N,,,,1967.0,,0.0,1.0,0.0,0.0,2.0,3.0,3.0
20200125X54545,DCA20CA058,ACC,01/10/20 00:00:00,2245.0,USA,2020,1,,295738N,0090447W,0.0,DAYL,,0.0,0.0,SERS,,,,0,0,158,1,159.0,Enroute,1.0,1,20200125X54545_1,,,,UNK,,,,,,,,,,,,,,,,,,,,,,,,
20200125X95019,ERA20FA085,ACC,01/25/20 00:00:00,1430.0,USA,2020,1,,030925N,0082409W,0.0,DAYL,7.0,0.0,30.18,FATL,,,,1,0,0,0,1.0,Initial Climb,1.0,1,20200125X95019_1,1.0,REC,091,DEST,Piper,AIR,N,6.0,1.0,FIXD,08/01/19 00:00:00,,Y,,,N,,3500.0,25.0,1973.0,75.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200125X95855,ERA20FA086,ACC,01/25/20 00:00:00,2212.0,USA,2020,1,,331724N,0843227W,1.0,DAYL,12.0,0.0,30.07,FATL,,,,2,0,0,0,2.0,Maneuvering,1.0,1,20200125X95855_1,1.0,REC,091,DEST,MUSTANG,AIR,Y,2.0,1.0,FIXD,05/29/19 00:00:00,,Y,,,N,,2050.0,150.0,1980.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
20200126X41436,DCA20MA059,ACC,01/26/20 00:00:00,1745.0,USA,2020,1,,034638N,1184015W,0.0,DAYL,,0.0,0.0,FATL,,,,9,0,0,0,9.0,Enroute,1.0,1,20200126X41436_1,,,,UNK,,,,,,,,,,,,,,,,,,,,,,,,
20200126X11533,WPR20CA080,ACC,01/25/20 00:00:00,1550.0,USA,2020,1,,332524N,1122231W,0.0,DAYL,,0.0,30.09,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200126X11533_1,1.0,REC,091,SUBS,MERWIN,AIR,Y,2.0,1.0,FIXD,,,Y,,,Y,,8500.0,150.0,2019.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200127X82825,CEN20LA066,ACC,01/24/20 00:00:00,2350.0,USA,2020,1,,285713N,0984553W,0.0,DAYL,,0.0,0.0,SERS,,,,0,0,0,1,1.0,Landing,1.0,1,20200127X82825_1,1.0,REC,091,SUBS,Robinson,HELI,N,2.0,1.0,FIXD,09/26/19 00:00:00,Flying J Services LLC,Y,,,N,,,,1998.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
20200124X82543,ERA20CA087,ACC,01/24/20 00:00:00,1915.0,USA,2020,1,,303643N,0812740W,44.0,DAYL,12.0,0.0,29.98,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200124X82543_1,1.0,REC,091,SUBS,Vans,AIR,Y,2.0,1.0,FIXD,,,Y,,,Y,,5000.0,100.0,2001.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200127X42609,ERA20FA088,ACC,01/27/20 00:00:00,1754.0,USA,2020,1,,392335N,0080256W,0.0,DAYL,6.0,0.0,29.82,FATL,0.0,0.0,0.0,1,0,0,0,1.0,Enroute,1.0,1,20200127X42609_1,1.0,REC,091,DEST,AEROPRO CZ,AIR,N,2.0,1.0,FIXD,12/26/19 00:00:00,,Y,,,N,,,,2020.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
20200127X52059,WPR20CA084,ACC,01/25/20 00:00:00,1935.0,USA,2020,1,,343910N,1122516W,0.0,DAYL,3.0,0.0,30.17,NONE,,,,0,0,2,0,2.0,Landing,1.0,1,20200127X52059_1,1.0,REC,091,SUBS,Cessna,AIR,N,2.0,1.0,FIXD,12/12/19 00:00:00,Embry Riddle Aeronautical Univ Inc,Y,,,N,,4846.0,60.0,1964.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200127X92625,WPR20CA085,ACC,01/27/20 00:00:00,2340.0,USA,2020,1,,324814N,1113520W,0.0,DAYL,10.0,15.0,29.92,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200127X92625_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,10/02/19 00:00:00,,Y,,,N,,3901.0,75.0,1957.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200128X95048,CEN20CA067,ACC,01/26/20 00:00:00,2240.0,USA,2020,1,,003349N,0096355W,0.0,DAYL,7.0,0.0,29.98,MINR,,,,0,1,0,0,1.0,Approach,1.0,1,20200128X95048_1,1.0,REC,091,SUBS,GLASAIR,AIR,N,2.0,1.0,FIXD,06/24/19 00:00:00,,Y,,,N,,8030.0,150.0,2007.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200128X02229,CEN20LA068,ACC,01/22/20 00:00:00,1932.0,USA,2020,1,,481356N,1011736W,0.0,DAYL,6.0,0.0,29.780001,NONE,,,,0,0,1,0,1.0,Landing,1.0,1,20200128X02229_1,1.0,TS,091,SUBS,Bell,HELI,N,,1.0,FIXD,12/26/19 00:00:00,Executive Air Taxi Corp,Y,,,N,,,,2001.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200126X35126,ERA20LA089,ACC,01/25/20 00:00:00,2035.0,USA,2020,1,,243939N,0812658W,1.0,DAYL,12.0,0.0,30.040001,NONE,,,,0,0,1,0,1.0,Takeoff,1.0,1,20200126X35126_1,1.0,REC,091,SUBS,Beech,AIR,N,6.0,1.0,RETR,06/05/19 00:00:00,,Y,,,N,,2550.0,20.0,1981.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200128X35830,CEN20LA069,ACC,01/27/20 00:00:00,2224.0,USA,2020,1,,039162N,1064837W,0.0,DAYL,10.0,15.0,30.02,NONE,,,,0,0,2,0,2.0,Enroute,1.0,1,20200128X35830_1,1.0,REC,091,SUBS,Cirrus,AIR,N,4.0,1.0,FIXD,,,Y,,,N,,,,2017.0,,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200128X73907,CEN20FA070,ACC,01/28/20 00:00:00,2103.0,USA,2020,1,,394545N,0893420W,8.0,DAYL,,0.0,30.1,FATL,,,,3,0,0,0,3.0,Approach,1.0,1,20200128X73907_1,1.0,REC,091,DEST,Piper,AIR,N,6.0,2.0,RETR,08/01/19 00:00:00,LKJ Properties LLC,Y,,,N,,7400.0,150.0,1979.0,173.5,0.0,3.0,0.0,0.0,0.0,3.0,3.0
20200129X95515,CEN20TA071,ACC,01/29/20 00:00:00,2310.0,USA,2020,1,,032335N,0101359W,1.0,DAYL,,0.0,0.0,MINR,,,,0,1,0,0,1.0,Enroute,1.0,1,20200129X95515_1,1.0,REC,091,SUBS,Beech,AIR,N,6.0,2.0,RETR,12/01/19 00:00:00,,Y,,,N,,5200.0,100.0,1974.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
20200118X93135,ERA20CA091,ACC,01/17/20 00:00:00,2205.0,USA,2020,1,,391436N,0007790W,0.0,DAYL,5.0,0.0,30.690001,NONE,0.0,,0.0,0,0,1,0,1.0,Takeoff,1.0,1,20200118X93135_1,1.0,REC,091,SUBS,Cessna,AIR,N,4.0,1.0,FIXD,08/19/19 00:00:00,,Y,,,N,,2000.0,50.0,1965.0,80.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20200131X31715,ANC20CA016,ACC,01/30/20 00:00:00,200.0,USA,2020,1,,061323N,1494940W,0.0,DAYL,,0.0,29.030001,NONE,,,,0,0,2,0,2.0,Approach,1.0,1,20200131X31715_1,1.0,REC,091,SUBS,Cessna,AIR,N,2.0,1.0,FIXD,03/27/19 00:00:00,,Y,,,Y,,2450.0,70.0,1973.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
20200202X83050,CEN20FA072,ACC,02/02/20 00:00:00,2055.0,USA,2020,2,,382551N,0010575W,1.0,DAYL,6.0,0.0,29.780001,FATL,,,,1,0,0,2,3.0,Approach,1.0,1,20200202X83050_1,1.0,REC,091,SUBS,Piper,AIR,N,4.0,1.0,FIXD,12/26/19 00:00:00,,Y,,,Y,,5399.0,75.0,1967.0,,0.0,1.0,0.0,0.0,2.0,3.0,3.0
