ntsb_no,ev_year,ev_month,latitude,longitude,apt_dist,light_cond,gust_kts,altimeter,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,aircraft_count,Aircraft_ID,event_key,eng_type,far_part,damage,acft_make,acft_model,acft_category,homebuilt,total_seats,num_eng,fixed_retractable,date_last_insp,second_pilot,Environmental issues,Organizational issues,Personnel issues,Fatal_count,Minor_count,None_count,Serious_count,total_person_count,injured_person_count,ground_injury_total
CEN11LA005,2010,10,003399N,0931311W,5.0,NITE,0.0,30.01,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101004X53928_1,REC,091,SUBS,MAULE,MXT-7-180A,AIR,N,5.0,1.0,FIXD,other/unknown,N,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN10CA582,2010,9,351236N,0925546W,0.0,DAYL,0.0,30.040001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101004X61158_1,REC,137,SUBS,AIR TRACTOR INC,AT-301,AIR,N,1.0,1.0,FIXD,other/unknown,N,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA004,2010,10,404543N,0854755W,0.0,DAYL,0.0,30.0,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101005X94649_1,REC,091,SUBS,CESSNA,172N,AIR,N,4.0,1.0,FIXD,01/12/10 00:00:00,Y,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ERA11CA007,2010,10,003837N,0853225W,0.0,DAYL,0.0,30.02,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101005X94736_1,REC,091,SUBS,AERONCA,11AC,AIR,N,2.0,1.0,FIXD,11/26/09 00:00:00,N,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ERA11LA009,2010,10,335534N,0081720W,0.0,DAYL,0.0,30.139999,MINR,0.0,0.0,0.0,0,1,1,0,2.0,1.0,1,20101006X70849_1,REC,091,SUBS,CESSNA,182P,AIR,N,4.0,1.0,FIXD,08/10/10 00:00:00,N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
ERA11CA010,2010,10,404623N,0735213W,0.0,DAYL,0.0,29.93,SERS,0.0,0.0,0.0,0,0,52,1,53.0,1.0,1,20101006X00507_1,TF,121,UNK,BOMBARDIER INC,CL-600-2B19,AIR,N,50.0,2.0,RETR,other/unknown,Y,0.0,0.0,1.0,0.0,0.0,52.0,1.0,53.0,1.0,0.0
CEN11FA007,2010,10,414443N,0088122W,0.0,DAYL,0.0,30.110001,SERS,0.0,0.0,0.0,0,0,0,2,2.0,1.0,1,20101006X41012_1,REC,091,SUBS,PIPER,PA-32R-300,AIR,N,6.0,1.0,FIXD,09/22/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
CEN11FA008,2010,10,371318N,0931451W,0.0,DAYL,0.0,30.309999,FATL,0.0,0.0,0.0,1,0,0,2,3.0,1.0,1,20101007X85314_1,REC,091,SUBS,GRUMMAN AMERICAN AVIATION CORP,AA-5A,AIR,N,4.0,1.0,FIXD,08/23/10 00:00:00,N,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0
ERA11LA011,2010,10,313336N,0084450W,0.0,DAYL,0.0,29.790001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101007X11802_1,TP,137,SUBS,GRUMMAN,G164,AIR,N,1.0,1.0,FIXD,04/09/10 00:00:00,N,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ERA11CA012,2010,10,283053N,0804757W,0.0,DAYL,0.0,30.040001,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101007X32553_1,REC,091,SUBS,SCHWEIZER,269C-1,HELI,N,3.0,1.0,FIXD,09/08/10 00:00:00,N,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ERA11CA013,2010,10,381341N,0853949W,1.0,NITE,0.0,30.1,MINR,0.0,0.0,0.0,0,4,0,0,4.0,1.0,1,20101008X84830_1,REC,091,SUBS,PIPER,PA28,AIR,N,4.0,1.0,FIXD,09/16/10 00:00:00,N,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0
WPR11LA003,2010,10,045469N,1225125W,0.0,DAYL,0.0,30.15,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101008X62452_1,REC,091,SUBS,ROBINSON,R22,HELI,N,2.0,1.0,FIXD,09/25/10 00:00:00,Y,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
WPR11LA004,2010,10,036310N,1152432W,0.0,DAYL,0.0,30.129999,FATL,0.0,0.0,0.0,1,0,0,1,2.0,1.0,1,20101008X70224_1,REC,091,SUBS,BEECH,A35,AIR,N,4.0,1.0,RETR,other/unknown,N,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
ERA11LA014,2010,10,335841N,0835744W,1.0,DAYL,0.0,30.040001,FATL,0.0,0.0,0.0,1,0,0,0,1.0,1.0,1,20101010X02154_1,REC,091,SUBS,ENGINEERING & RESEARCH,ERCOUPE 415-D,AIR,N,2.0,1.0,FIXD,12/12/09 00:00:00,N,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ERA11LA015,2010,10,253112N,0080336W,0.0,DAYL,0.0,30.0,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101011X84816_1,REC,091,SUBS,CESSNA,172SP,AIR,N,4.0,1.0,FIXD,08/21/10 00:00:00,N,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA010,2010,10,044270N,0093250W,1.0,DAYL,0.0,29.85,MINR,0.0,0.0,0.0,0,2,0,0,2.0,1.0,1,20101011X23307_1,REC,091,DEST,MARTIN CURTIS,ZENAIR CH701 SP,AIR,Y,2.0,1.0,FIXD,07/29/10 00:00:00,N,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
ERA11CA017,2010,10,415718N,0732150W,0.0,DAYL,0.0,29.780001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101011X34733_1,REC,091,SUBS,CESSNA,120,AIR,N,2.0,1.0,FIXD,09/22/83 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
WPR11CA008,2010,10,445530N,0012300W,0.0,DAYL,0.0,29.950001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101011X52726_1,REC,091,SUBS,CESSNA,172N,AIR,N,4.0,1.0,FIXD,07/24/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA011,2010,10,034123N,0914020W,0.0,DAYL,11.0,29.84,MINR,0.0,0.0,0.0,0,1,1,0,2.0,1.0,1,20101012X82340_1,REC,091,SUBS,CESSNA,175C,AIR,N,4.0,1.0,FIXD,02/20/10 00:00:00,N,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
CEN11LA012,2010,10,392040N,0095659W,0.0,DAYL,0.0,30.040001,FATL,0.0,0.0,0.0,1,0,0,1,2.0,1.0,1,20101012X00018_1,REC,091,SUBS,NEWMANN EDWARD W,CHALLENGER II,AIR,Y,2.0,1.0,FIXD,other/unknown,N,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
CEN11LA014,2010,10,042432N,0084345W,1.0,DAYL,0.0,29.790001,SERS,0.0,0.0,0.0,0,0,0,1,1.0,1.0,1,20101012X44027_1,REC,091,SUBS,Drake Ronald A,Acro Sport 1,AIR,Y,1.0,1.0,FIXD,04/09/10 00:00:00,N,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
WPR11CA011,2010,10,033493N,0011895W,0.0,DAYL,0.0,30.0,SERS,0.0,0.0,0.0,0,0,1,1,2.0,1.0,1,20101012X62650_1,REC,091,SUBS,ROBINSON HELICOPTER,R22 BETA,HELI,N,2.0,1.0,FIXD,10/10/10 00:00:00,N,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
WPR11LA012,2010,10,045310N,0122450W,7.0,NITE,0.0,30.290001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101012X90333_1,REC,091,SUBS,CESSNA,172,AIR,N,4.0,1.0,FIXD,08/08/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA016,2010,10,041627N,0009832W,0.0,DAYL,0.0,0.0,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101013X93333_1,other/unknown,091,SUBS,Kevin Wilkinson,Easy Eagle 1,AIR,Y,,1.0,FIXD,other/unknown,N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
CEN11CA015,2010,10,394522N,0845034W,0.0,NITE,0.0,0.0,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101013X94624_1,REC,091,SUBS,PIPER,PA-32R-300,AIR,N,,1.0,RETR,10/01/09 00:00:00,other/unknown,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
WPR11CA014,2010,10,334946N,1163024W,0.0,DAYL,0.0,29.870001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101013X62218_1,REC,091,SUBS,BOEING,A75N1(PT17),AIR,N,3.0,1.0,FIXD,06/20/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA017,2010,10,004660N,0094540W,1.0,DAYL,0.0,29.870001,SERS,0.0,0.0,0.0,0,0,0,1,1.0,1.0,1,20101014X93148_1,REC,091,SUBS,LUSCOMBE,8D,AIR,N,,1.0,FIXD,09/24/10 00:00:00,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ERA11CA020,2010,10,285826N,0805518W,1.0,DAYL,0.0,29.950001,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101014X41041_1,REC,091,SUBS,MOONEY,M20E,AIR,N,4.0,1.0,RETR,other/unknown,N,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
CEN11CA018,2010,8,037390N,0972528W,0.0,NITE,0.0,29.879999,MINR,0.0,0.0,0.0,0,1,2,0,3.0,1.0,1,20101014X55320_1,REC,091,SUBS,CESSNA,172M,AIR,N,4.0,1.0,FIXD,11/01/09 00:00:00,N,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0
WPR11LA016,2010,10,038590N,0121100W,0.0,DAYL,0.0,30.110001,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101015X90110_1,TS,091,SUBS,BELL,206B,HELI,N,5.0,1.0,FIXD,07/03/10 00:00:00,N,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11CA019,2010,10,315633N,0102127W,0.0,DAYL,0.0,30.120001,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101015X93910_1,REC,091,SUBS,CESSNA,195,AIR,N,5.0,1.0,FIXD,08/23/10 00:00:00,Y,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11GA020,2010,10,383759N,0903552W,0.0,DAYL,0.0,30.120001,FATL,0.0,0.0,0.0,1,0,0,0,1.0,1.0,1,20101015X73141_1,TS,091,SUBS,BELL,206B,HELI,N,5.0,1.0,FIXD,05/07/10 00:00:00,N,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
WPR11LA017,2010,10,344352N,0112142W,0.0,DAYL,0.0,30.200001,SERS,0.0,0.0,0.0,0,1,0,3,4.0,1.0,1,20101016X21247_1,other/unknown,other/unknown,UNK,other/unknown,other/unknown,other/unknown,other/unknown,,2.0,other/unknown,other/unknown,other/unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERA11FA021,2010,10,040444N,0732535W,0.0,DAYL,0.0,29.93,FATL,0.0,0.0,0.0,1,0,0,3,4.0,1.0,1,20101017X43851_1,REC,091,SUBS,SIAI-MARCHETTI,S.205/22R,AIR,N,4.0,1.0,RETR,09/01/10 00:00:00,N,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0
ERA11LA022,2010,10,331923N,0083439W,0.0,DUSK,0.0,30.110001,FATL,0.0,0.0,0.0,2,0,0,0,2.0,1.0,1,20101017X64516_1,REC,091,SUBS,Newcomer,RV6,AIR,Y,2.0,1.0,FIXD,other/unknown,N,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
ERA11CA024,2010,10,444136N,0692255W,0.0,DAYL,0.0,29.709999,MINR,0.0,0.0,0.0,0,1,1,0,2.0,1.0,1,20101018X84634_1,REC,091,SUBS,CESSNA,180,AIR,N,4.0,1.0,FIXD,09/28/10 00:00:00,N,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
ERA11LA025,2010,10,004471N,0724922W,0.0,DAYL,19.0,29.860001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101018X90034_1,other/unknown,other/unknown,UNK,other/unknown,other/unknown,other/unknown,other/unknown,,2.0,other/unknown,other/unknown,other/unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEN11CA021,2010,10,342444N,0912759W,0.0,DAYL,0.0,0.0,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101019X93341_1,REC,091,SUBS,MAULE,MXT-7-180A,AIR,N,5.0,1.0,FIXD,other/unknown,other/unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA022,2010,10,393356N,1045020W,0.0,DAYL,0.0,30.370001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101019X94819_1,REC,091,SUBS,SCHWEIZER,269C,HELI,N,2.0,1.0,FIXD,10/01/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11LA023,2010,10,030512N,0934457W,0.0,DAYL,0.0,30.120001,SERS,0.0,0.0,1.0,0,0,1,0,2.0,1.0,1,20101019X13052_1,TS,137,SUBS,BELL,206B,HELI,N,2.0,1.0,FIXD,07/09/10 00:00:00,N,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ERA10CA512,2010,4,037435N,0762123W,0.0,DAYL,0.0,29.879999,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101019X25549_1,REC,091,SUBS,CESSNA,172R,AIR,N,4.0,1.0,FIXD,01/31/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ANC11CA003,2010,10,611248N,1495040W,0.0,DAYL,0.0,29.620001,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101019X43910_1,REC,091,SUBS,PIPER,PA-12,AIR,N,3.0,1.0,FIXD,10/01/10 00:00:00,Y,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ANC11LA004,2010,10,057249N,1352141W,15.0,NITE,21.0,29.549999,NONE,0.0,0.0,0.0,0,0,3,0,3.0,1.0,1,20101019X50439_1,TP,135,SUBS,BEECH,1900C,AIR,N,3.0,2.0,RETR,09/29/10 00:00:00,Y,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
CEN11CA026,2010,10,364430N,1081348W,0.0,DAYL,0.0,0.0,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101019X65129_1,REC,091,SUBS,CESSNA,180,AIR,N,4.0,1.0,FIXD,other/unknown,Y,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11TA027,2010,10,031510N,0009610W,16.0,DAYL,0.0,29.959999,NONE,0.0,0.0,0.0,0,0,5,0,5.0,1.0,1,20101019X71234_1,TP,PUBU,SUBS,BEECH,A100,AIR,N,,2.0,RETR,09/07/10 00:00:00,Y,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
ERA11CA027,2010,10,283032N,0804734W,0.0,NITE,0.0,30.0,NONE,0.0,0.0,0.0,0,0,3,0,3.0,1.0,1,20101020X92632_1,REC,091,SUBS,PIPER,PA28,AIR,N,4.0,1.0,FIXD,10/14/10 00:00:00,Y,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
CEN11CA028,2010,10,311137N,0972426W,0.0,DAYL,0.0,0.0,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101020X03848_1,REC,091,SUBS,WEDDINGTON,DOUBLE EAGLE,AIR,Y,2.0,1.0,FIXD,10/10/10 00:00:00,N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
CEN11FA029,2010,10,434345N,0832745W,1.0,DAYL,0.0,29.950001,FATL,0.0,0.0,0.0,2,0,0,0,2.0,1.0,1,20101020X41240_1,REC,091,SUBS,American Champion Aircraft,8KCAB,AIR,N,2.0,1.0,FIXD,03/11/10 00:00:00,Y,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
ERA11LA028,2009,7,292824N,0813415W,0.0,DAYL,0.0,30.07,MINR,0.0,0.0,0.0,0,1,1,0,2.0,1.0,1,20101021X83850_1,REC,091,SUBS,BROWN THOMAS E,THORP T-18,AIR,Y,2.0,1.0,FIXD,07/07/10 00:00:00,N,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
ERA11CA029,2010,10,002604N,0801426W,0.0,DAYL,0.0,30.09,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101021X11931_1,REC,091,SUBS,SQUEGLIA R/WHEELER W,HUMMEL BIRD,AIR,Y,1.0,1.0,FIXD,other/unknown,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ERA11CA030,2010,10,284636N,0081147W,0.0,DAYL,0.0,29.98,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101021X23946_1,REC,091,SUBS,CIRRUS,SR20,AIR,N,4.0,1.0,FIXD,10/20/10 00:00:00,N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
WPR11FA021,2010,10,034304N,1182035W,2.0,DAYL,0.0,30.09,FATL,0.0,0.0,0.0,3,0,0,0,3.0,1.0,1,20101021X62502_1,REC,091,SUBS,CIRRUS DESIGN CORP,SR-22,AIR,N,4.0,1.0,FIXD,02/05/10 00:00:00,other/unknown,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0
ERA11LA033,2010,10,331150N,0815710W,20.0,NBRT,0.0,29.879999,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101021X05628_1,REC,091,SUBS,ROCKWELL INTERNATIONAL,112TC,AIR,N,4.0,1.0,RETR,01/28/10 00:00:00,N,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CEN11CA038,2010,10,445351N,0085321W,0.0,DAYL,0.0,0.0,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101022X02251_1,REC,091,SUBS,CESSNA,182L,AIR,N,4.0,1.0,FIXD,12/22/09 00:00:00,N,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11CA031,2010,10,037176N,0107313W,0.0,DAYL,0.0,30.43,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101022X03045_1,REC,091,SUBS,BEECH,A36,AIR,N,6.0,1.0,RETR,11/01/09 00:00:00,N,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
WPR11CA022,2010,10,483238N,0117532W,0.0,DAYL,0.0,29.82,MINR,0.0,0.0,0.0,0,2,0,0,2.0,1.0,1,20101022X04729_1,REC,091,SUBS,Rotherwick,Glasair III,AIR,Y,,1.0,RETR,other/unknown,N,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
WPR11CA023,2010,10,355817N,1211219W,0.0,DAYL,0.0,30.01,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101022X05459_1,TP,091,SUBS,AIR TRACTOR INC,AT-802,AIR,N,2.0,1.0,FIXD,07/07/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11CA032,2010,10,373359N,0971028W,0.0,DAYL,0.0,30.1,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101022X22024_1,REC,091,SUBS,PIPER,PA-28-140,AIR,N,4.0,1.0,FIXD,11/12/09 00:00:00,N,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ERA11CA034,2010,10,312836N,0825138W,0.0,DAYL,0.0,29.92,MINR,0.0,0.0,0.0,0,1,1,0,2.0,1.0,1,20101022X34123_1,REC,091,SUBS,BOEING,A75,AIR,N,2.0,1.0,FIXD,10/01/09 00:00:00,N,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
ERA11CA035,2010,10,038122N,0008177W,0.0,DUSK,0.0,30.040001,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101022X62831_1,REC,091,SUBS,BOEING,PT17,AIR,N,2.0,1.0,FIXD,01/14/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
WPR11CA024,2010,10,033158N,1095915W,0.0,DAYL,10.0,0.0,NONE,0.0,0.0,0.0,0,0,3,0,3.0,1.0,1,20101023X35000_1,REC,091,SUBS,CESSNA,185,AIR,N,4.0,1.0,FIXD,07/01/10 00:00:00,N,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
WPR11LA025,2010,10,381650N,1201216W,0.0,DAYL,0.0,30.059999,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101023X94911_1,REC,091,SUBS,PIPER,PA-28-236,AIR,N,4.0,1.0,FIXD,other/unknown,N,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
WPR11FA027,2010,10,335046N,1172526W,0.0,DAYL,0.0,30.059999,FATL,0.0,0.0,0.0,2,0,0,0,2.0,1.0,1,20101024X63923_1,REC,091,SUBS,REED,GLASAIR III SH-3R,AIR,Y,2.0,1.0,FIXD,05/01/10 00:00:00,Y,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
WPR11CA026,2010,10,343618N,1115155W,0.0,DAYL,0.0,0.0,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101024X70145_1,REC,091,SUBS,CESSNA,340A,AIR,N,5.0,2.0,RETR,09/01/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
WPR11CA028,2010,10,004172N,1145520W,0.0,DAYL,0.0,0.0,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101025X42125_1,REC,091,SUBS,CESSNA,195,AIR,N,5.0,1.0,FIXD,07/16/10 00:00:00,N,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11LA034,2010,10,029382N,1042142W,5.0,DAYL,0.0,0.0,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101025X62019_1,REC,091,SUBS,CESSNA,T210N,AIR,N,6.0,1.0,RETR,10/26/09 00:00:00,N,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
WPR11FA029,2010,10,463620N,0012265W,0.0,DAYL,0.0,29.690001,FATL,0.0,0.0,0.0,3,0,0,0,3.0,1.0,1,20101025X62111_1,REC,091,SUBS,CESSNA,340A,AIR,N,6.0,2.0,RETR,03/03/10 00:00:00,N,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0
CEN11CA039,2010,10,037525N,0934610W,0.0,DAYL,0.0,30.07,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101026X04452_1,REC,091,SUBS,AERONCA,7AC,AIR,N,2.0,1.0,FIXD,12/03/09 00:00:00,N,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CEN11CA036,2010,10,315023N,0945740W,0.0,DAYL,0.0,29.889999,MINR,0.0,0.0,0.0,0,1,0,0,1.0,1.0,1,20101026X33239_1,other/unknown,091,SUBS,Frederick R Goenne,Glastar,AIR,Y,2.0,1.0,FIXD,08/13/10 00:00:00,N,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
CEN11CA037,2010,10,032830N,0094516W,0.0,DAYL,0.0,30.09,NONE,0.0,0.0,0.0,0,0,2,0,2.0,1.0,1,20101026X33940_1,REC,091,SUBS,CESSNA,182K,AIR,N,4.0,1.0,FIXD,06/01/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ERA11FA036,2010,10,344539N,0883147W,0.0,DAYL,0.0,29.65,FATL,0.0,0.0,0.0,2,0,0,0,2.0,1.0,1,20101026X35112_1,REC,091,SUBS,BEECH,B36TC,AIR,N,6.0,1.0,RETR,08/03/10 00:00:00,N,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
CEN11FA040,2010,10,424349N,0934350W,2.0,DAYL,0.0,30.040001,FATL,0.0,0.0,0.0,1,0,0,0,1.0,1.0,1,20101026X44534_1,REC,091,DEST,BEECH,95-B55 (T42A),AIR,N,6.0,2.0,RETR,07/01/07 00:00:00,N,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
DCA11FA004,2010,10,254646N,0801156W,0.0,other/unknown,0.0,0.0,NONE,0.0,0.0,0.0,0,0,160,0,160.0,1.0,1,20101027X04916_1,TF,121,SUBS,BOEING,757-223,AIR,N,178.0,2.0,FIXD,other/unknown,Y,0.0,1.0,0.0,0.0,0.0,160.0,0.0,160.0,0.0,0.0
ERA11LA037,2010,10,184450N,0672050W,0.0,DAYL,20.0,29.889999,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101027X85534_1,REC,091,SUBS,PIPER,PA-31-350,AIR,N,8.0,2.0,RETR,07/21/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ERA11FA038,2010,10,333937N,0813551W,5.0,DAYL,0.0,30.1,FATL,0.0,0.0,0.0,1,0,0,0,1.0,1.0,1,20101028X12506_1,REC,091,SUBS,CESSNA,210A,AIR,N,4.0,1.0,RETR,10/02/10 00:00:00,N,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ERA11CA039,2010,10,028139N,0822221W,0.0,DAYL,0.0,30.049999,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101028X53602_1,REC,091,SUBS,CESSNA,172P,AIR,N,4.0,1.0,FIXD,10/14/10 00:00:00,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ERA10CA513,2010,9,042194N,0723642W,0.0,DAYL,0.0,30.17,NONE,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1,20101029X05315_1,REC,091,SUBS,PIPER,PA34,AIR,N,6.0,2.0,FIXD,other/unknown,N,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
