,accident_id,engine_ELEC,engine_GTFN,engine_HR,engine_LR,engine_NONE,engine_REC,engine_TF,engine_TJ,engine_TP,engine_TS,engine_UNK
5171,20100928X51519_1,0,0,0,0,0,1,0,0,0,0,0
5172,20100928X85552_1,0,0,0,0,0,1,0,0,0,0,0
5173,20100928X90000_1,0,0,0,0,0,1,0,0,0,0,0
5175,20100929X30511_1,0,0,0,0,0,1,0,0,0,0,0
5176,20100929X65334_1,0,0,0,0,0,1,0,0,0,0,0
5177,20100930X00358_1,0,0,0,0,0,0,0,1,0,0,0
5179,20100930X02655_1,0,0,0,0,0,1,0,0,0,0,0
5180,20100930X11103_1,0,0,0,0,0,1,0,0,0,0,0
5181,20100930X14536_1,0,0,0,0,0,1,0,0,0,0,0
5182,20100930X31940_1,0,0,0,0,0,1,0,0,0,0,0
5183,20100930X34610_1,0,0,0,0,0,1,0,0,0,0,0
5184,20100930X45434_1,0,0,0,0,0,1,0,0,0,0,0
5185,20100930X62247_1,0,0,0,0,0,1,0,0,0,0,0
5186,20101001X13012_1,0,0,0,0,0,0,0,0,1,0,0
5187,20101001X13003_1,0,0,0,0,0,0,0,1,0,0,0
5189,20101001X40122_1,0,0,0,0,0,1,0,0,0,0,0
5190,20101001X41322_1,0,0,0,0,0,0,0,0,0,1,0
5191,20101001X52909_1,0,0,0,0,0,1,0,0,0,0,0
5192,20101001X80217_1,0,0,0,0,0,1,0,0,0,0,0
5193,20101002X84837_1,0,0,0,0,0,1,0,0,0,0,0
5194,20101003X41532_1,0,0,0,0,0,1,0,0,0,0,0
5195,20101003X43835_1,0,0,0,0,0,1,0,0,0,0,0
5196,20101003X44034_1,0,0,0,0,0,1,0,0,0,0,0
5197,20101003X04946_1,0,0,0,0,0,1,0,0,0,0,0
5199,20101004X05846_1,0,0,0,0,0,1,0,0,0,0,0
5200,20101004X11133_1,0,0,0,0,0,0,1,0,0,0,0
5202,20101004X44844_1,0,0,0,0,0,1,0,0,0,0,0
5203,20101004X45616_1,0,0,0,0,0,1,0,0,0,0,0
5204,20101004X53928_1,0,0,0,0,0,1,0,0,0,0,0
5205,20101004X61158_1,0,0,0,0,0,1,0,0,0,0,0
5206,20101004X85003_1,0,0,0,0,0,0,0,0,1,0,0
5208,20101005X94649_1,0,0,0,0,0,1,0,0,0,0,0
5209,20101005X94736_1,0,0,0,0,0,1,0,0,0,0,0
5210,20101006X65829_1,0,0,0,0,0,1,0,0,0,0,0
5211,20101006X70849_1,0,0,0,0,0,1,0,0,0,0,0
5212,20101006X95824_1,0,0,0,0,0,1,0,0,0,0,0
5213,20101006X00507_1,0,0,0,0,0,0,1,0,0,0,0
5215,20101006X41012_1,0,0,0,0,0,1,0,0,0,0,0
5216,20101007X85314_1,0,0,0,0,0,1,0,0,0,0,0
5217,20101007X11802_1,0,0,0,0,0,0,0,0,1,0,0
5218,20101007X32553_1,0,0,0,0,0,1,0,0,0,0,0
5219,20101007X43800_1,0,0,0,0,0,1,0,0,0,0,0
5220,20101008X84830_1,0,0,0,0,0,1,0,0,0,0,0
5221,20101008X62452_1,0,0,0,0,0,1,0,0,0,0,0
5222,20101008X70224_1,0,0,0,0,0,1,0,0,0,0,0
5223,20101009X62708_1,0,0,0,0,0,1,0,0,0,0,0
5224,20101009X35701_1,0,0,0,0,0,1,0,0,0,0,0
5225,20101010X02154_1,0,0,0,0,0,1,0,0,0,0,0
5226,20101011X84816_1,0,0,0,0,0,1,0,0,0,0,0
5227,20101011X23307_1,0,0,0,0,0,1,0,0,0,0,0
5228,20101011X34733_1,0,0,0,0,0,1,0,0,0,0,0
5229,20101011X52726_1,0,0,0,0,0,1,0,0,0,0,0
5230,20101012X82340_1,0,0,0,0,0,1,0,0,0,0,0
5231,20101012X00018_1,0,0,0,0,0,1,0,0,0,0,0
5232,20101012X44027_1,0,0,0,0,0,1,0,0,0,0,0
5233,20101012X45826_1,0,0,0,0,0,0,1,0,0,0,0
5234,20101012X62650_1,0,0,0,0,0,1,0,0,0,0,0
5235,20101012X90333_1,0,0,0,0,0,1,0,0,0,0,0
5236,20101012X95742_1,0,0,0,0,0,1,0,0,0,0,0
5237,20101013X91741_1,0,0,0,0,0,1,0,0,0,0,0
5238,20101013X93243_1,0,0,0,0,0,1,0,0,0,0,0
5239,20101013X93333_1,0,0,0,0,0,0,0,0,0,0,0
5240,20101013X94624_1,0,0,0,0,0,1,0,0,0,0,0
5241,20101013X62218_1,0,0,0,0,0,1,0,0,0,0,0
5242,20101014X93148_1,0,0,0,0,0,1,0,0,0,0,0
5243,20101014X41041_1,0,0,0,0,0,1,0,0,0,0,0
5244,20101014X52201_1,0,0,0,0,0,1,0,0,0,0,0
5245,20101014X55320_1,0,0,0,0,0,1,0,0,0,0,0
5246,20101015X85729_1,0,0,0,0,0,1,0,0,0,0,0
5247,20101015X90110_1,0,0,0,0,0,0,0,0,0,1,0
5248,20101015X93910_1,0,0,0,0,0,1,0,0,0,0,0
5249,20101015X73141_1,0,0,0,0,0,0,0,0,0,1,0
5250,20101017X43851_1,0,0,0,0,0,1,0,0,0,0,0
5251,20101017X64516_1,0,0,0,0,0,1,0,0,0,0,0
5252,20101017X81620_1,0,0,0,0,0,1,0,0,0,0,0
5253,20101018X25006_1,0,0,0,0,0,1,0,0,0,0,0
5254,20101018X72621_1,0,0,0,0,0,1,0,0,0,0,0
5255,20101018X84634_1,0,0,0,0,0,1,0,0,0,0,0
5256,20101018X04220_1,0,0,0,0,0,0,0,0,1,0,0
5258,20101019X33258_1,0,0,0,0,0,0,1,0,0,0,0
5260,20101019X93341_1,0,0,0,0,0,1,0,0,0,0,0
5261,20101019X94819_1,0,0,0,0,0,1,0,0,0,0,0
5262,20101019X13052_1,0,0,0,0,0,0,0,0,0,1,0
5263,20101019X25549_1,0,0,0,0,0,1,0,0,0,0,0
5264,20101019X30046_1,0,0,0,0,0,1,0,0,0,0,0
5265,20101019X41128_1,0,0,0,0,0,1,0,0,0,0,0
5266,20101019X43910_1,0,0,0,0,0,1,0,0,0,0,0
5267,20101019X50439_1,0,0,0,0,0,0,0,0,1,0,0
5269,20101019X65129_1,0,0,0,0,0,1,0,0,0,0,0
5270,20101019X71234_1,0,0,0,0,0,0,0,0,1,0,0
5272,20101020X92632_1,0,0,0,0,0,1,0,0,0,0,0
5273,20101020X03848_1,0,0,0,0,0,1,0,0,0,0,0
5274,20101020X41240_1,0,0,0,0,0,1,0,0,0,0,0
5275,20101020X41300_1,0,0,0,0,0,1,0,0,0,0,0
5276,20101021X83850_1,0,0,0,0,0,1,0,0,0,0,0
5277,20101021X01120_1,0,0,0,0,0,1,0,0,0,0,0
5278,20101021X11931_1,0,0,0,0,0,1,0,0,0,0,0
5279,20101021X23946_1,0,0,0,0,0,1,0,0,0,0,0
5280,20101021X62502_1,0,0,0,0,0,1,0,0,0,0,0
5281,20101021X05628_1,0,0,0,0,0,1,0,0,0,0,0
5282,20101022X92907_1,0,0,0,0,0,0,1,0,0,0,0
5283,20101022X02251_1,0,0,0,0,0,1,0,0,0,0,0
5284,20101022X03045_1,0,0,0,0,0,1,0,0,0,0,0
5285,20101022X04729_1,0,0,0,0,0,1,0,0,0,0,0
5286,20101022X05459_1,0,0,0,0,0,0,0,0,1,0,0
5287,20101022X22024_1,0,0,0,0,0,1,0,0,0,0,0
5288,20101022X34123_1,0,0,0,0,0,1,0,0,0,0,0
5289,20101022X34140_2,0,0,0,0,0,0,1,0,0,0,0
5291,20101022X34140_3,0,0,0,0,0,0,1,0,0,0,0
5293,20101022X62831_1,0,0,0,0,0,1,0,0,0,0,0
5294,20101023X35000_1,0,0,0,0,0,1,0,0,0,0,0
5295,20101023X94911_1,0,0,0,0,0,1,0,0,0,0,0
5296,20101024X63923_1,0,0,0,0,0,1,0,0,0,0,0
5297,20101024X70145_1,0,0,0,0,0,1,0,0,0,0,0
5299,20101025X33022_1,0,0,0,0,0,1,0,0,0,0,0
5300,20101025X42125_1,0,0,0,0,0,1,0,0,0,0,0
5301,20101025X62019_1,0,0,0,0,0,1,0,0,0,0,0
5302,20101025X62111_1,0,0,0,0,0,1,0,0,0,0,0
5304,20101026X04452_1,0,0,0,0,0,1,0,0,0,0,0
5305,20101026X24010_1,0,0,0,0,0,1,0,0,0,0,0
5306,20101026X33239_1,0,0,0,0,0,0,0,0,0,0,0
5307,20101026X33940_1,0,0,0,0,0,1,0,0,0,0,0
5308,20101026X35112_1,0,0,0,0,0,1,0,0,0,0,0
5309,20101026X44534_1,0,0,0,0,0,1,0,0,0,0,0
5311,20101027X04916_1,0,0,0,0,0,0,1,0,0,0,0
5313,20101027X85534_1,0,0,0,0,0,1,0,0,0,0,0
5315,20101027X23308_1,0,0,0,0,0,1,0,0,0,0,0
5316,20101028X12506_1,0,0,0,0,0,1,0,0,0,0,0
5317,20101028X53602_1,0,0,0,0,0,1,0,0,0,0,0
5318,20101029X90146_1,0,0,0,0,0,1,0,0,0,0,0
5319,20101029X05315_1,0,0,0,0,0,1,0,0,0,0,0
5321,20101029X33606_1,0,0,0,0,0,1,0,0,0,0,0
5322,20101030X30541_1,0,0,0,0,0,0,0,0,0,1,0
5323,20101030X52655_1,0,0,0,0,0,0,0,0,1,0,0
5324,20101031X20910_1,0,0,0,0,0,1,0,0,0,0,0
5325,20101031X20910_2,0,0,0,0,0,1,0,0,0,0,0
5326,20101031X30917_1,0,0,0,0,0,0,1,0,0,0,0
5328,20101101X13016_1,0,0,0,0,0,1,0,0,0,0,0
5329,20101101X15358_1,0,0,0,0,0,1,0,0,0,0,0
5330,20101101X21849_1,0,0,0,0,0,1,0,0,0,0,0
5331,20101101X22429_1,0,0,0,0,0,1,0,0,0,0,0
5332,20101101X52514_1,0,0,0,0,0,1,0,0,0,0,0
5333,20101102X00632_1,0,0,0,0,0,1,0,0,0,0,0
5334,20101102X04530_1,0,0,0,0,0,1,0,0,0,0,0
5335,20101102X13215_1,0,0,0,0,0,1,0,0,0,0,0
5336,20101102X22920_1,0,0,0,0,0,1,0,0,0,0,0
5337,20101102X34540_1,0,0,0,0,0,1,0,0,0,0,0
5338,20101102X85937_1,0,0,0,0,0,1,0,0,0,0,0
5339,20101102X01100_1,0,0,0,0,0,1,0,0,0,0,0
5340,20101103X13908_1,0,0,0,0,0,1,0,0,0,0,0
5341,20101103X14153_1,0,0,0,0,0,1,0,0,0,0,0
5342,20101103X34855_1,0,0,0,0,0,0,1,0,0,0,0
5344,20101103X44221_1,0,0,0,0,0,0,1,0,0,0,0
5346,20101103X70916_1,0,0,0,0,0,1,0,0,0,0,0
5347,20101103X83727_1,0,0,0,0,0,0,0,0,0,1,0
5348,20101104X75554_1,0,0,0,0,0,1,0,0,0,0,0
5349,20101105X05553_1,0,0,0,0,0,1,0,0,0,0,0
5350,20101105X14014_1,0,0,0,0,0,1,0,0,0,0,0
5351,20101105X53437_1,0,0,0,0,0,1,0,0,0,0,0
5352,20101106X52124_1,0,0,0,0,0,1,0,0,0,0,0
5353,20101106X54407_1,0,0,0,0,0,1,0,0,0,0,0
5354,20101106X72545_1,0,0,0,0,0,1,0,0,0,0,0
5355,20101106X84528_1,0,0,0,0,0,1,0,0,0,0,0
5356,20101106X00059_1,0,0,0,0,0,1,0,0,0,0,0
5357,20101107X82831_1,0,0,0,0,0,1,0,0,0,0,0
5358,20101108X91241_1,0,0,0,0,0,1,0,0,0,0,0
5359,20101108X91810_1,0,0,0,0,0,1,0,0,0,0,0
5360,20101108X42555_1,0,0,0,0,0,1,0,0,0,0,0
5361,20101108X43405_1,0,0,0,0,0,1,0,0,0,0,0
5362,20101108X84714_1,0,0,0,0,0,0,0,0,1,0,0
5364,20101109X00102_1,0,0,0,0,0,1,0,0,0,0,0
5365,20101109X12401_1,0,0,0,0,0,1,0,0,0,0,0
5366,20101110X11702_1,0,0,0,0,0,1,0,0,0,0,0
5367,20101110X15521_1,0,0,0,0,0,1,0,0,0,0,0
5368,20101110X21415_1,0,0,0,0,0,1,0,0,0,0,0
5369,20101110X42226_1,0,0,0,0,0,1,0,0,0,0,0
5370,20101110X44157_1,0,0,0,0,0,1,0,0,0,0,0
5371,20101110X55356_1,0,0,0,0,0,1,0,0,0,0,0
5372,20101110X62153_1,0,0,0,0,0,1,0,0,0,0,0
5373,20101110X74656_1,0,0,0,0,0,1,0,0,0,0,0
5374,20101110X95242_1,0,0,0,0,0,1,0,0,0,0,0
5376,20101111X83751_1,0,0,0,0,0,1,0,0,0,0,0
5378,20101112X34929_1,0,0,0,0,0,0,0,0,0,1,0
5379,20101113X00616_1,0,0,0,0,0,1,0,0,0,0,0
5380,20101113X04133_1,0,0,0,0,0,1,0,0,0,0,0
5381,20101113X11052_1,0,0,0,0,0,1,0,0,0,0,0
5382,20101114X85519_1,0,0,0,0,0,1,0,0,0,0,0
5383,20101114X90431_1,0,0,0,0,0,1,0,0,0,0,0
5384,20101115X72424_1,0,0,0,0,0,0,0,1,0,0,0
5386,20101115X92934_1,0,0,0,0,0,1,0,0,0,0,0
5387,20101115X04138_1,0,0,0,0,0,1,0,0,0,0,0
5388,20101115X31938_1,0,0,0,0,0,0,0,0,0,1,0
5389,20101115X50550_1,0,0,0,0,0,1,0,0,0,0,0
5390,20101115X55905_1,0,0,0,0,0,0,0,0,0,1,0
5391,20101115X63952_1,0,0,0,0,0,0,1,0,0,0,0
5392,20101115X65449_1,0,0,0,0,0,1,0,0,0,0,0
5393,20101115X72341_1,0,0,0,0,0,1,0,0,0,0,0
5394,20101115X73149_1,0,0,0,0,0,0,0,0,0,1,0
5395,20101115X02256_1,0,0,0,0,0,1,0,0,0,0,0
5396,20101115X05215_1,0,0,0,0,0,1,0,0,0,0,0
5397,20101116X12908_1,0,0,0,0,0,1,0,0,0,0,0
5398,20101116X51712_1,0,0,0,0,0,0,1,0,0,0,0
5400,20101116X70227_1,0,0,0,0,0,1,0,0,0,0,0
5401,20101116X70645_1,0,0,0,0,0,0,0,0,0,1,0
5402,20101116X80945_1,0,0,0,0,0,1,0,0,0,0,0
5403,20101116X04443_1,0,0,0,0,0,1,0,0,0,0,0
5404,20101117X70315_1,0,0,0,0,0,1,0,0,0,0,0
5405,20101118X74618_1,0,0,0,0,0,1,0,0,0,0,0
5407,20101118X82127_1,0,0,0,0,0,1,0,0,0,0,0
5408,20101118X25102_1,0,0,0,0,0,1,0,0,0,0,0
5409,20101118X52720_1,0,0,0,0,0,1,0,0,0,0,0
5410,20101118X60010_1,0,0,0,0,0,1,0,0,0,0,0
5411,20101119X83804_1,0,0,0,0,0,1,0,0,0,0,0
5412,20101120X11235_1,0,0,0,0,0,0,0,1,0,0,0
5414,20101122X40458_1,0,0,0,0,0,1,0,0,0,0,0
5415,20101122X00226_1,0,0,0,0,0,0,0,0,1,0,0
5417,20101122X80707_1,0,0,0,0,0,0,1,0,0,0,0
5419,20101122X91647_1,0,0,0,0,0,0,0,0,0,1,0
5420,20101123X80609_1,0,0,0,0,0,1,0,0,0,0,0
5421,20101123X84216_1,0,0,0,0,0,1,0,0,0,0,0
5422,20101123X35502_1,0,0,0,0,0,1,0,0,0,0,0
5423,20101124X02322_1,0,0,0,0,0,1,0,0,0,0,0
5424,20101124X13845_1,0,0,0,0,0,0,1,0,0,0,0
5426,20101124X53923_1,0,0,0,0,0,1,0,0,0,0,0
5427,20101124X20432_1,0,0,0,0,0,0,1,0,0,0,0
5429,20101124X21352_1,0,0,0,0,0,1,0,0,0,0,0
5430,20101125X11507_1,0,0,0,0,0,1,0,0,0,0,0
5431,20101125X55713_1,0,0,0,0,0,1,0,0,0,0,0
5432,20101129X70028_1,0,0,0,0,0,1,0,0,0,0,0
5433,20101129X70436_1,0,0,0,0,0,1,0,0,0,0,0
5434,20101129X70841_1,0,0,0,0,0,1,0,0,0,0,0
5435,20101130X83110_1,0,0,0,0,0,1,0,0,0,0,0
5436,20101130X90456_1,0,0,0,0,0,1,0,0,0,0,0
5437,20101130X12357_1,0,0,0,0,0,0,0,0,0,0,1
5438,20101130X13810_1,0,0,0,0,0,1,0,0,0,0,0
5439,20101130X15336_1,0,0,0,0,0,1,0,0,0,0,0
5440,20101130X22628_1,0,0,0,0,0,1,0,0,0,0,0
5441,20101130X25200_1,0,0,0,0,0,1,0,0,0,0,0
5442,20101130X64248_1,0,0,0,0,0,0,1,0,0,0,0
5444,20101130X23757_1,0,0,0,0,0,1,0,0,0,0,0
5445,20101201X51139_1,0,0,0,0,0,1,0,0,0,0,0
5446,20101201X74125_1,0,0,0,0,0,1,0,0,0,0,0
5447,20101201X74125_2,0,0,0,0,0,1,0,0,0,0,0
5448,20101201X83220_1,0,0,0,0,0,0,1,0,0,0,0
5450,20101201X00909_1,0,0,0,0,0,1,0,0,0,0,0
5451,20101202X84126_1,0,0,0,0,0,1,0,0,0,0,0
5452,20101202X94844_1,0,0,0,0,0,1,0,0,0,0,0
5453,20101202X23228_1,0,0,0,0,0,1,0,0,0,0,0
5455,20101202X50750_1,0,0,0,0,0,1,0,0,0,0,0
5456,20101202X53838_1,0,0,0,0,0,1,0,0,0,0,0
5457,20101203X93424_1,0,0,0,0,0,1,0,0,0,0,0
5458,20101203X51019_1,0,0,0,0,0,0,1,0,0,0,0
5459,20101203X60119_1,0,0,0,0,0,0,1,0,0,0,0
5461,20101203X90900_1,0,0,0,0,0,0,1,0,0,0,0
5462,20101204X12720_1,0,0,0,0,0,1,0,0,0,0,0
5463,20101205X13612_1,0,0,0,0,0,1,0,0,0,0,0
5464,20101205X84429_1,0,0,0,0,0,1,0,0,0,0,0
5465,20101205X12146_1,0,0,0,0,0,1,0,0,0,0,0
5466,20101206X04031_1,0,0,0,0,0,1,0,0,0,0,0
5467,20101206X61618_1,0,0,0,0,0,0,1,0,0,0,0
5469,20101207X95916_1,0,0,0,0,0,0,0,0,1,0,0
5470,20101207X14639_1,0,0,0,0,0,0,0,0,1,0,0
5471,20101207X53535_1,0,0,0,0,0,1,0,0,0,0,0
5472,20101208X83657_1,0,0,0,0,0,1,0,0,0,0,0
5473,20101208X00511_1,0,0,0,0,0,1,0,0,0,0,0
5474,20101208X01208_1,0,0,0,0,0,0,1,0,0,0,0
5475,20101208X25632_1,0,0,0,0,0,0,0,0,0,1,0
5476,20101208X40921_1,0,0,0,0,0,0,0,1,0,0,0
5480,20101208X40921_2,0,0,0,0,0,0,1,0,0,0,0
5482,20101209X10434_1,0,0,0,0,0,1,0,0,0,0,0
5483,20101209X94036_1,0,0,0,0,0,1,0,0,0,0,0
5485,20101210X92343_1,0,0,0,0,0,0,0,1,0,0,0
5487,20101210X92343_2,0,0,0,0,0,0,1,0,0,0,0
5489,20101210X51224_1,0,0,0,0,0,1,0,0,0,0,0
5490,20101210X51810_1,0,0,0,0,0,1,0,0,0,0,0
5491,20101210X55810_1,0,0,0,0,0,1,0,0,0,0,0
5492,20101210X72430_1,0,0,0,0,0,0,0,0,0,1,0
5493,20101210X32327_1,0,0,0,0,0,1,0,0,0,0,0
5494,20101211X70628_1,0,0,0,0,0,1,0,0,0,0,0
5495,20101211X85133_1,0,0,0,0,0,1,0,0,0,0,0
5496,20101213X95210_1,0,0,0,0,0,1,0,0,0,0,0
5497,20101213X72530_1,0,0,0,0,0,0,0,0,1,0,0
5498,20101213X94250_1,0,0,0,0,0,1,0,0,0,0,0
5499,20101214X03915_1,0,0,0,0,0,1,0,0,0,0,0
5500,20101214X45509_1,0,0,0,0,0,1,0,0,0,0,0
5502,20101214X60551_1,0,0,0,0,0,0,0,0,1,0,0
5504,20101214X72447_1,0,0,0,0,0,1,0,0,0,0,0
5505,20101215X74704_1,0,0,0,0,0,1,0,0,0,0,0
5507,20101215X62006_1,0,0,0,0,0,0,0,0,0,1,0
5509,20101216X10638_1,0,0,0,0,0,1,0,0,0,0,0
5510,20101216X50647_1,0,0,0,0,0,1,0,0,0,0,0
5511,20101216X74637_1,0,0,0,0,0,1,0,0,0,0,0
5513,20101216X13836_1,0,0,0,0,0,0,1,0,0,0,0
5515,20101217X04644_1,0,0,0,0,0,1,0,0,0,0,0
5516,20101217X05755_1,0,0,0,0,0,1,0,0,0,0,0
5518,20101217X12037_1,0,0,0,0,0,1,0,0,0,0,0
5519,20101218X75934_1,0,0,0,0,0,1,0,0,0,0,0
5520,20101219X90605_1,0,0,0,0,0,1,0,0,0,0,0
5521,20101220X81323_1,0,0,0,0,0,1,0,0,0,0,0
5522,20101220X81957_1,0,0,0,0,0,0,0,0,0,1,0
5523,20101220X94417_1,0,0,0,0,0,0,1,0,0,0,0
5525,20101220X14621_1,0,0,0,0,0,0,1,0,0,0,0
5527,20101220X14621_2,0,0,0,0,0,0,1,0,0,0,0
5529,20101220X51922_1,0,0,0,0,0,0,0,0,1,0,0
5530,20101220X93517_1,0,0,0,0,0,1,0,0,0,0,0
5532,20101221X83111_1,0,0,0,0,0,1,0,0,0,0,0
5533,20101222X92419_1,0,0,0,0,0,1,0,0,0,0,0
5534,20101222X04851_1,0,0,0,0,0,1,0,0,0,0,0
5535,20101222X45437_1,0,0,0,0,0,1,0,0,0,0,0
5536,20101222X54546_1,0,0,0,0,0,1,0,0,0,0,0
5537,20101222X20739_1,0,0,0,0,0,1,0,0,0,0,0
5538,20101223X01443_1,0,0,0,0,0,1,0,0,0,0,0
5539,20101223X93354_1,0,0,0,0,0,1,0,0,0,0,0
5540,20101223X94500_1,0,0,0,0,0,1,0,0,0,0,0
5541,20101223X61648_1,0,0,0,0,0,1,0,0,0,0,0
5542,20101223X72720_1,0,0,0,0,0,1,0,0,0,0,0
5543,20101223X00120_1,0,0,0,0,0,1,0,0,0,0,0
5544,20101224X11416_1,0,0,0,0,0,1,0,0,0,0,0
5545,20101227X00333_1,0,0,0,0,0,1,0,0,0,0,0
5547,20101227X21121_1,0,0,0,0,0,1,0,0,0,0,0
5548,20101227X72734_1,0,0,0,0,0,1,0,0,0,0,0
5549,20101227X20119_1,0,0,0,0,0,1,0,0,0,0,0
5550,20101228X21057_1,0,0,0,0,0,1,0,0,0,0,0
5551,20101229X80219_1,0,0,0,0,0,0,0,0,0,1,0
5552,20101229X83838_1,0,0,0,0,0,1,0,0,0,0,0
5553,20101229X04951_1,0,0,0,0,0,1,0,0,0,0,0
5554,20101229X22154_1,0,0,0,0,0,0,1,0,0,0,0
5556,20101230X05139_1,0,0,0,0,0,1,0,0,0,0,0
5557,20101230X40808_1,0,0,0,0,0,1,0,0,0,0,0
5558,20101230X03827_1,0,0,0,0,0,1,0,0,0,0,0
5559,20110102X35752_1,0,0,0,0,0,1,0,0,0,0,0
5560,20110102X35752_2,0,0,0,0,0,0,0,0,0,1,0
5562,20110103X01024_1,0,0,0,0,0,1,0,0,0,0,0
5564,20110103X03912_1,0,0,0,0,0,1,0,0,0,0,0
5565,20110103X04612_1,0,0,0,0,0,1,0,0,0,0,0
5566,20110103X42941_1,0,0,0,0,0,1,0,0,0,0,0
5567,20110103X44703_1,0,0,0,0,0,0,0,0,1,0,0
5568,20110103X63450_1,0,0,0,0,0,1,0,0,0,0,0
5570,20110103X63632_1,0,0,0,0,0,1,0,0,0,0,0
5571,20110103X35259_1,0,0,0,0,0,1,0,0,0,0,0
5572,20110104X01724_1,0,0,0,0,0,1,0,0,0,0,0
5573,20110104X02701_1,0,0,0,0,0,1,0,0,0,0,0
5574,20110104X42106_1,0,0,0,0,0,1,0,0,0,0,0
5576,20110104X44845_1,0,0,0,0,0,1,0,0,0,0,0
5577,20110104X52154_1,0,0,0,0,0,1,0,0,0,0,0
5578,20110104X53752_1,0,0,0,0,0,1,0,0,0,0,0
5580,20110104X74041_1,0,0,0,0,0,1,0,0,0,0,0
5581,20110105X95224_1,0,0,0,0,0,0,0,0,0,1,0
5583,20110105X11016_1,0,0,0,0,0,1,0,0,0,0,0
5584,20110105X25845_1,0,0,0,0,0,1,0,0,0,0,0
5585,20110105X33913_1,0,0,0,0,0,0,1,0,0,0,0
5586,20110105X40356_1,0,0,0,0,0,1,0,0,0,0,0
5587,20110105X42905_1,0,0,0,0,0,1,0,0,0,0,0
5588,20110105X50221_1,0,0,0,0,0,1,0,0,0,0,0
5589,20110105X11652_1,0,0,0,0,0,1,0,0,0,0,0
5591,20110106X15913_1,0,0,0,0,0,1,0,0,0,0,0
5592,20110106X30136_1,0,0,0,0,0,1,0,0,0,0,0
5593,20110106X45446_1,0,0,0,0,0,0,1,0,0,0,0
5595,20110106X30933_1,0,0,0,0,0,1,0,0,0,0,0
5596,20110107X44303_1,0,0,0,0,0,1,0,0,0,0,0
5597,20110107X51155_1,0,0,0,0,0,1,0,0,0,0,0
5598,20110107X52253_1,0,0,0,0,0,0,0,0,1,0,0
5599,20110108X43910_1,0,0,0,0,0,1,0,0,0,0,0
5600,20110110X95630_1,0,0,0,0,0,1,0,0,0,0,0
5601,20110110X02425_1,0,0,0,0,0,1,0,0,0,0,0
5602,20110110X13217_1,0,0,0,0,0,1,0,0,0,0,0
5603,20110110X13601_1,0,0,0,0,0,1,0,0,0,0,0
5604,20110110X22716_1,0,0,0,0,0,1,0,0,0,0,0
5606,20110110X23711_1,0,0,0,0,0,0,0,0,1,0,0
5607,20110110X53722_1,0,0,0,0,0,0,0,0,1,0,0
5608,20110110X84545_1,0,0,0,0,0,0,0,0,1,0,0
5609,20110110X12427_1,0,0,0,0,0,1,0,0,0,0,0
5610,20110111X90812_1,0,0,0,0,0,0,0,0,0,1,0
5612,20110111X91058_1,0,0,0,0,0,1,0,0,0,0,0
5613,20110111X92431_1,0,0,0,0,0,1,0,0,0,0,0
5614,20110111X84817_1,0,0,0,0,0,1,0,0,0,0,0
5615,20110113X04302_1,0,0,0,0,0,1,0,0,0,0,0
5616,20110113X14327_1,0,0,0,0,0,0,0,0,0,1,0
5618,20110113X24716_1,0,0,0,0,0,0,0,0,0,1,0
5619,20110114X11749_1,0,0,0,0,0,1,0,0,0,0,0
5620,20110114X14925_1,0,0,0,0,0,1,0,0,0,0,0
5621,20110114X55738_1,0,0,0,0,0,1,0,0,0,0,0
5622,20110115X22545_1,0,0,0,0,0,1,0,0,0,0,0
5623,20110116X83100_1,0,0,0,0,0,1,0,0,0,0,0
5624,20110117X61629_1,0,0,0,0,0,1,0,0,0,0,0
5625,20110118X03801_1,0,0,0,0,0,0,0,0,0,1,0
5626,20110118X45001_1,0,0,0,0,0,1,0,0,0,0,0
5627,20110118X70638_1,0,0,0,0,0,1,0,0,0,0,0
5628,20110119X12837_1,0,0,0,0,0,1,0,0,0,0,0
5629,20110119X34031_1,0,0,0,0,0,0,0,0,0,1,0
5630,20110119X73856_1,0,0,0,0,0,1,0,0,0,0,0
5631,20110120X01227_1,0,0,0,0,0,1,0,0,0,0,0
5632,20110120X65144_1,0,0,0,0,0,0,0,0,0,1,0
5634,20110123X10630_1,0,0,0,0,0,1,0,0,0,0,0
5635,20110123X12244_1,0,0,0,0,0,0,0,0,1,0,0
5636,20110123X72152_1,0,0,0,0,0,1,0,0,0,0,0
5637,20110125X00915_1,0,0,0,0,0,1,0,0,0,0,0
5638,20110125X13727_1,0,0,0,0,0,1,0,0,0,0,0
5639,20110125X21001_1,0,0,0,0,0,1,0,0,0,0,0
5640,20110125X21911_1,0,0,0,0,0,1,0,0,0,0,0
5641,20110125X31518_1,0,0,0,0,0,1,0,0,0,0,0
5642,20110125X43852_1,0,0,0,0,0,1,0,0,0,0,0
5643,20110125X73311_1,0,0,0,0,0,1,0,0,0,0,0
5644,20110126X21823_1,0,0,0,0,0,1,0,0,0,0,0
5645,20110126X71311_1,0,0,0,0,0,1,0,0,0,0,0
5646,20110127X12350_1,0,0,0,0,0,1,0,0,0,0,0
5647,20110127X34310_1,0,0,0,0,0,1,0,0,0,0,0
5648,20110127X52438_1,0,0,0,0,0,1,0,0,0,0,0
5649,20110128X12409_1,0,0,0,0,0,1,0,0,0,0,0
