,accident_id,engine_ELEC,engine_GTFN,engine_HR,engine_LR,engine_NONE,engine_REC,engine_TF,engine_TJ,engine_TP,engine_TS,engine_UNK
16368,20170706X00056_1,0,0,0,0,0,1,0,0,0,0,0
16369,20170706X74454_1,0,0,0,0,0,1,0,0,0,0,0
16370,20170706X90925_1,0,0,0,0,0,1,0,0,0,0,0
16371,20170703X91858_1,0,0,0,0,0,1,0,0,0,0,0
16372,20170705X04449_1,0,0,0,0,0,1,0,0,0,0,0
16373,20170702X73412_1,0,0,0,0,0,1,0,0,0,0,0
16374,20170707X12032_1,0,0,0,0,0,1,0,0,0,0,0
16375,20170707X35638_1,0,0,0,0,0,1,0,0,0,0,0
16376,20170707X90818_1,0,0,0,0,0,1,0,0,0,0,0
16378,20170707X34550_1,0,0,0,0,0,1,0,0,0,0,0
16379,20170707X03156_1,0,0,0,0,0,1,0,0,0,0,0
16380,20170707X95152_1,0,0,0,0,0,0,0,0,0,1,0
16381,20170701X00630_1,0,0,0,0,0,1,0,0,0,0,0
16382,20170705X40639_1,0,0,0,0,0,1,0,0,0,0,0
16383,20170707X85251_1,0,0,0,0,0,0,0,0,0,1,0
16384,20170706X21348_1,0,0,0,0,0,1,0,0,0,0,0
16385,20170624X85327_1,0,0,0,0,0,1,0,0,0,0,0
16386,20170708X73501_1,0,0,0,0,0,1,0,0,0,0,0
16387,20170706X95155_1,0,0,0,0,0,1,0,0,0,0,0
16388,20170708X12341_1,0,0,0,0,0,0,0,0,1,0,0
16389,20170708X13311_1,0,0,0,0,0,1,0,0,0,0,0
16390,20170708X13840_1,0,0,0,0,0,1,0,0,0,0,0
16391,20170708X13840_2,0,0,0,0,0,1,0,0,0,0,0
16392,20170709X03649_1,0,0,0,0,0,1,0,0,0,0,0
16393,20170709X81141_1,0,0,0,0,0,0,1,0,0,0,0
16395,20170709X75327_1,0,0,0,0,0,1,0,0,0,0,0
16396,20170708X11738_1,0,0,0,0,0,1,0,0,0,0,0
16397,20170710X71845_1,0,0,0,0,0,1,0,0,0,0,0
16398,20170710X81340_1,0,0,0,0,0,1,0,0,0,0,0
16399,20170710X84959_1,0,0,0,0,0,1,0,0,0,0,0
16400,20170710X83902_1,0,0,0,0,0,1,0,0,0,0,0
16401,20170707X84152_1,0,0,0,0,0,1,0,0,0,0,0
16402,20170707X85152_1,0,0,0,0,0,1,0,0,0,0,0
16403,20170710X14152_1,0,0,0,0,0,1,0,0,0,0,0
16404,20170710X41152_1,0,0,0,0,0,1,0,0,0,0,0
16405,20170710X51324_1,0,0,0,0,0,1,0,0,0,0,0
16406,20170710X64407_1,0,0,0,0,0,1,0,0,0,0,0
16407,20170701X00349_1,0,0,0,0,0,0,0,0,0,1,0
16408,20170711X30650_1,0,0,0,0,0,1,0,0,0,0,0
16409,20170711X53934_1,0,0,0,0,0,1,0,0,0,0,0
16410,20170711X32453_1,0,0,0,0,0,0,0,0,0,1,0
16411,20170712X12448_1,0,0,0,0,0,0,1,0,0,0,0
16413,20170712X15009_1,0,0,0,0,0,1,0,0,0,0,0
16414,20170712X21227_1,0,0,0,0,0,1,0,0,0,0,0
16415,20170712X92713_1,0,0,0,0,0,1,0,0,0,0,0
16416,20170711X13833_1,0,0,0,0,0,1,0,0,0,0,0
16417,20170713X12858_1,0,0,0,0,0,0,0,0,1,0,0
16419,20170711X95130_1,0,0,0,0,0,1,0,0,0,0,0
16420,20170713X22505_1,0,0,0,0,0,1,0,0,0,0,0
16421,20170713X31937_1,0,0,0,0,0,1,0,0,0,0,0
16422,20170713X45516_1,0,0,0,0,0,1,0,0,0,0,0
16423,20170713X72811_1,0,0,0,0,0,1,0,0,0,0,0
16424,20170713X80638_1,0,0,0,0,0,1,0,0,0,0,0
16425,20170713X95436_1,0,0,0,0,0,1,0,0,0,0,0
16426,20170714X10321_1,0,0,0,0,0,1,0,0,0,0,0
16427,20170714X75621_1,0,0,0,0,0,1,0,0,0,0,0
16428,20170714X15302_1,0,0,0,0,0,1,0,0,0,0,0
16430,20170714X05226_1,0,0,0,0,0,1,0,0,0,0,0
16431,20170714X43836_1,0,0,0,0,0,1,0,0,0,0,0
16432,20170715X21637_1,0,0,0,0,0,1,0,0,0,0,0
16433,20170716X62357_1,0,0,0,0,0,1,0,0,0,0,0
16434,20170716X03206_1,0,0,0,0,0,1,0,0,0,0,0
16435,20170716X03206_2,0,0,0,0,0,1,0,0,0,0,0
16436,20170714X41237_1,0,0,0,0,0,1,0,0,0,0,0
16437,20170717X11949_1,0,0,0,0,0,1,0,0,0,0,0
16438,20170704X51430_1,0,0,0,0,0,1,0,0,0,0,0
16439,20170716X40924_1,0,0,0,0,0,1,0,0,0,0,0
16440,20170717X54242_1,0,0,0,0,0,1,0,0,0,0,0
16441,20170717X64118_1,0,0,0,0,0,1,0,0,0,0,0
16442,20170716X04809_1,0,0,0,0,0,1,0,0,0,0,0
16444,20170717X15023_1,0,0,0,0,0,0,0,0,1,0,0
16445,20170715X72718_1,0,0,0,0,0,1,0,0,0,0,0
16446,20170718X25017_1,0,0,0,0,0,1,0,0,0,0,0
16447,20170718X14913_1,0,0,0,0,0,1,0,0,0,0,0
16448,20170716X21221_1,0,0,0,0,0,1,0,0,0,0,0
16449,20170718X44036_1,0,0,0,0,0,1,0,0,0,0,0
16450,20170718X61108_1,0,0,0,0,0,1,0,0,0,0,0
16451,20170719X90401_1,0,0,0,0,0,1,0,0,0,0,0
16452,20170719X12704_1,0,0,0,0,0,1,0,0,0,0,0
16453,20170719X21725_1,0,0,0,0,0,1,0,0,0,0,0
16454,20170719X32048_1,0,0,0,0,0,1,0,0,0,0,0
16455,20170719X04527_1,0,0,0,0,0,1,0,0,0,0,0
16456,20170719X31853_1,0,0,0,0,0,1,0,0,0,0,0
16457,20170719X51048_1,0,0,0,0,0,1,0,0,0,0,0
16458,20170719X50618_1,0,0,0,0,0,0,0,0,0,0,1
16459,20170719X53151_1,0,0,0,0,0,1,0,0,0,0,0
16460,20170719X61336_1,0,0,0,0,0,1,0,0,0,0,0
16461,20170707X00440_1,0,0,0,0,0,1,0,0,0,0,0
16462,20170720X91341_1,0,0,0,0,0,1,0,0,0,0,0
16463,20170720X91857_1,0,0,0,0,0,1,0,0,0,0,0
16464,20170720X05549_1,0,0,0,0,0,1,0,0,0,0,0
16465,20170719X63345_1,0,0,0,0,0,1,0,0,0,0,0
16466,20170706X21006_1,0,0,0,0,0,1,0,0,0,0,0
16467,20170720X25605_1,0,0,0,0,0,1,0,0,0,0,0
16468,20170720X43914_1,0,0,0,0,0,1,0,0,0,0,0
16469,20170704X50738_1,0,0,0,0,0,1,0,0,0,0,0
16470,20170720X10552_1,0,0,0,0,0,1,0,0,0,0,0
16471,20170718X24849_1,0,0,0,0,0,1,0,0,0,0,0
16472,20170721X55655_1,0,0,0,0,0,1,0,0,0,0,0
16473,20170721X61556_1,0,0,0,0,0,0,1,0,0,0,0
16475,20170721X75805_1,0,0,0,0,0,1,0,0,0,0,0
16476,20170722X24529_1,0,0,0,0,0,1,0,0,0,0,0
16477,20170721X95235_1,0,0,0,0,1,0,0,0,0,0,0
16478,20170722X84949_1,0,0,0,0,0,1,0,0,0,0,0
16479,20170722X93631_1,0,0,0,0,0,1,0,0,0,0,0
16480,20170723X91236_1,0,0,0,0,0,1,0,0,0,0,0
16481,20170701X91219_1,0,0,0,0,0,1,0,0,0,0,0
16482,20170724X02627_1,0,0,0,0,0,1,0,0,0,0,0
16483,20170724X13150_1,0,0,0,0,0,1,0,0,0,0,0
16484,20170722X22744_1,0,0,0,0,0,1,0,0,0,0,0
16485,20170724X05903_1,0,0,0,0,0,1,0,0,0,0,0
16486,20170724X04859_1,0,0,0,0,0,1,0,0,0,0,0
16487,20170724X15957_1,0,0,0,0,0,1,0,0,0,0,0
16488,20170722X31728_1,0,0,0,0,0,1,0,0,0,0,0
16489,20170712X02255_1,0,0,0,0,0,1,0,0,0,0,0
16490,20170724X41938_1,0,0,0,0,0,1,0,0,0,0,0
16491,20170724X61747_1,0,0,0,0,0,1,0,0,0,0,0
16492,20170724X70559_1,0,0,0,0,0,1,0,0,0,0,0
16493,20170724X71704_1,0,0,0,0,0,0,0,1,0,0,0
16494,20170724X70507_1,0,0,0,0,0,1,0,0,0,0,0
16495,20170724X71156_1,0,0,0,0,0,1,0,0,0,0,0
16496,20170725X90447_1,0,0,0,0,0,0,0,0,0,0,0
16498,20170724X10817_1,0,0,0,0,0,1,0,0,0,0,0
16499,20170725X21326_1,0,0,0,0,0,0,0,0,1,0,0
16500,20170725X42936_1,0,0,0,0,0,0,0,0,0,0,0
16502,20170725X64628_1,0,0,0,0,0,1,0,0,0,0,0
16503,20170726X92426_1,0,0,0,0,0,0,0,0,0,0,0
16507,20170726X01812_1,0,0,0,0,0,1,0,0,0,0,0
16508,20170726X04233_1,0,0,0,0,0,1,0,0,0,0,0
16509,20170726X32550_1,0,0,0,0,0,1,0,0,0,0,0
16510,20170726X61759_1,0,0,0,0,0,1,0,0,0,0,0
16511,20170724X13001_1,0,0,0,0,0,1,0,0,0,0,0
16512,20170724X13655_1,0,0,0,0,0,1,0,0,0,0,0
16513,20170724X14351_1,0,0,0,0,0,1,0,0,0,0,0
16514,20170724X82938_1,0,0,0,0,0,1,0,0,0,0,0
16515,20170726X33522_1,0,0,0,0,0,1,0,0,0,0,0
16516,20170726X33801_1,0,0,0,0,0,1,0,0,0,0,0
16517,20170727X94129_1,0,0,0,0,0,1,0,0,0,0,0
16518,20170725X13055_1,0,0,0,0,0,1,0,0,0,0,0
16519,20170723X05948_1,0,0,0,0,0,1,0,0,0,0,0
16520,20170721X74752_1,0,0,0,0,0,1,0,0,0,0,0
16521,20170727X62507_1,0,0,0,0,0,1,0,0,0,0,0
16522,20170727X81021_1,0,0,0,0,0,1,0,0,0,0,0
16523,20170727X15642_1,0,0,0,0,0,1,0,0,0,0,0
16524,20170728X04935_1,0,0,0,0,0,1,0,0,0,0,0
16525,20170728X85948_1,0,0,0,0,0,1,0,0,0,0,0
16526,20170723X02735_1,0,0,0,0,0,1,0,0,0,0,0
16527,20170728X93637_1,0,0,0,0,0,0,0,0,1,0,0
16528,20170728X94241_1,0,0,0,0,0,1,0,0,0,0,0
16529,20170728X01824_1,0,0,0,0,0,1,0,0,0,0,0
16530,20170728X24617_1,0,0,0,0,0,1,0,0,0,0,0
16531,20170728X64559_1,0,0,0,0,0,1,0,0,0,0,0
16533,20170724X83533_1,0,0,0,0,0,1,0,0,0,0,0
16534,20170729X21209_1,0,0,0,0,0,1,0,0,0,0,0
16535,20170730X40056_1,0,0,0,0,0,1,0,0,0,0,0
16536,20170731X62530_1,0,0,0,0,0,1,0,0,0,0,0
16537,20170731X01416_1,0,0,0,0,0,1,0,0,0,0,0
16538,20170724X81245_1,0,0,0,0,0,1,0,0,0,0,0
16539,20170726X32836_1,0,0,0,0,0,1,0,0,0,0,0
16540,20170731X22545_1,0,0,0,0,0,1,0,0,0,0,0
16541,20170731X51742_1,0,0,0,0,0,1,0,0,0,0,0
16543,20170731X62912_1,0,0,0,0,0,1,0,0,0,0,0
16544,20170731X72752_1,0,0,0,0,0,0,1,0,0,0,0
16546,20170724X35801_1,0,0,0,0,0,1,0,0,0,0,0
16547,20170731X71941_1,0,0,0,0,0,1,0,0,0,0,0
16548,20170728X24846_1,0,0,0,0,0,1,0,0,0,0,0
16549,20170731X84928_1,0,0,0,0,0,1,0,0,0,0,0
16550,20170731X30722_1,0,0,0,0,0,1,0,0,0,0,0
16551,20170731X32913_1,0,0,0,0,0,1,0,0,0,0,0
16552,20170801X81943_1,0,0,0,0,0,1,0,0,0,0,0
16553,20170801X90744_1,0,0,0,0,0,1,0,0,0,0,0
16554,20170801X01026_1,0,0,0,0,0,0,0,0,1,0,0
16555,20170801X02259_1,0,0,0,0,0,1,0,0,0,0,0
16556,20170801X12647_1,0,0,0,0,0,1,0,0,0,0,0
16557,20170801X34205_1,0,0,0,0,0,0,0,0,1,0,0
16559,20170729X02433_1,0,0,0,0,0,1,0,0,0,0,0
16560,20170729X02433_2,0,0,0,0,0,1,0,0,0,0,0
16561,20170801X65228_1,0,0,0,0,0,1,0,0,0,0,0
16562,20170801X70113_1,0,0,0,0,0,1,0,0,0,0,0
16563,20170802X24925_1,0,0,0,0,0,0,0,0,0,1,0
16564,20170727X45300_1,0,0,0,0,0,0,0,0,1,0,0
16565,20170802X44356_1,0,0,0,0,0,1,0,0,0,0,0
16566,20170731X70626_1,0,0,0,0,0,0,0,0,1,0,0
16567,20170802X82400_1,0,0,0,0,0,1,0,0,0,0,0
16569,20170802X82859_1,0,0,0,0,0,1,0,0,0,0,0
16570,20170802X92207_1,0,0,0,0,0,1,0,0,0,0,0
16571,20170803X93923_1,0,0,0,0,0,1,0,0,0,0,0
16572,20170801X92901_1,0,0,0,0,0,1,0,0,0,0,0
16573,20170803X23252_1,0,0,0,0,0,1,0,0,0,0,0
16574,20170802X52946_1,0,0,0,0,0,1,0,0,0,0,0
16575,20170803X63020_1,0,0,0,0,0,1,0,0,0,0,0
16576,20170803X53614_1,0,0,0,0,0,1,0,0,0,0,0
16577,20170731X63342_1,0,0,0,0,0,1,0,0,0,0,0
16578,20170803X65946_1,0,0,0,0,0,1,0,0,0,0,0
16579,20170803X92426_1,0,0,0,0,0,0,0,0,1,0,0
16580,20170804X11340_1,0,0,0,0,0,1,0,0,0,0,0
16581,20170803X72946_1,0,0,0,0,0,0,0,0,1,0,0
16582,20170806X15512_1,0,0,0,0,0,1,0,0,0,0,0
16583,20170804X75802_1,0,0,0,0,0,1,0,0,0,0,0
16584,20170805X53350_1,0,0,0,0,0,1,0,0,0,0,0
16585,20170712X25844_1,0,0,0,0,0,1,0,0,0,0,0
16586,20170806X32829_1,0,0,0,0,0,1,0,0,0,0,0
16587,20170806X13056_1,0,0,0,0,0,1,0,0,0,0,0
16588,20170806X32149_1,0,0,0,0,0,1,0,0,0,0,0
16589,20170807X20947_1,0,0,0,0,0,1,0,0,0,0,0
16590,20170807X41012_1,0,0,0,0,0,1,0,0,0,0,0
16591,20170807X63537_1,0,0,0,0,0,1,0,0,0,0,0
16592,20170807X40213_1,0,0,0,0,0,1,0,0,0,0,0
16593,20170807X50445_1,0,0,0,0,0,1,0,0,0,0,0
16594,20170807X70934_1,0,0,0,0,0,0,0,0,0,1,0
16595,20170806X05027_1,0,0,0,0,0,1,0,0,0,0,0
16599,20170808X35356_1,0,0,0,0,0,1,0,0,0,0,0
16600,20170808X70221_1,0,0,0,0,0,1,0,0,0,0,0
16601,20170808X65046_1,0,0,0,0,0,1,0,0,0,0,0
16602,20170808X75349_1,0,0,0,0,0,1,0,0,0,0,0
16603,20170808X22210_1,0,0,0,0,0,1,0,0,0,0,0
16604,20170809X23115_1,0,0,0,0,0,1,0,0,0,0,0
16605,20170809X24243_1,0,0,0,0,0,0,0,0,0,0,0
16609,20170809X40008_1,0,0,0,0,0,1,0,0,0,0,0
16610,20170808X94600_1,0,0,0,0,0,1,0,0,0,0,0
16611,20170809X25257_1,0,0,0,0,0,1,0,0,0,0,0
16612,20170809X43204_1,0,0,0,0,0,1,0,0,0,0,0
16613,20170809X31619_1,0,0,0,0,0,1,0,0,0,0,0
16614,20170810X81853_1,0,0,0,0,0,1,0,0,0,0,0
16615,20170728X65555_1,0,0,0,0,0,1,0,0,0,0,0
16616,20170810X12419_1,0,0,0,0,0,0,0,0,0,0,0
16618,20170810X14916_1,0,0,0,0,0,0,0,0,1,0,0
16619,20170731X61358_1,0,0,0,0,0,1,0,0,0,0,0
16620,20170810X44100_1,0,0,0,0,0,1,0,0,0,0,0
16621,20170810X44833_1,0,0,0,0,0,1,0,0,0,0,0
16622,20170810X63546_1,0,0,0,0,0,1,0,0,0,0,0
16623,20170810X64739_1,0,0,0,0,0,0,0,0,0,0,0
16625,20170811X11157_1,0,0,0,0,0,1,0,0,0,0,0
16626,20170811X12252_1,0,0,0,0,0,1,0,0,0,0,0
16627,20170811X41951_1,0,0,0,0,0,1,0,0,0,0,0
16628,20170811X32009_1,0,0,0,0,0,1,0,0,0,0,0
16629,20170811X45816_1,0,0,0,0,0,0,0,0,0,1,0
16630,20170811X20414_1,0,0,0,0,0,1,0,0,0,0,0
16631,20170812X42809_1,0,0,0,0,0,0,0,0,0,1,0
16632,20170813X71654_1,0,0,0,0,0,0,1,0,0,0,0
16634,20170813X82426_1,0,0,0,0,0,0,0,0,0,1,0
16635,20170813X45713_1,0,0,0,0,0,1,0,0,0,0,0
16636,20170813X83417_1,0,0,0,0,0,1,0,0,0,0,0
16637,20170814X13131_1,0,0,0,0,0,1,0,0,0,0,0
16638,20170814X31931_1,0,0,0,0,0,0,1,0,0,0,0
16640,20170814X50540_1,0,0,0,0,0,1,0,0,0,0,0
16641,20170815X73929_1,0,0,0,0,0,1,0,0,0,0,0
16642,20170813X83232_1,0,0,0,0,0,1,0,0,0,0,0
16643,20170815X10948_1,0,0,0,0,0,1,0,0,0,0,0
16644,20170814X23606_1,0,0,0,0,0,1,0,0,0,0,0
16645,20170813X81509_1,0,0,0,0,0,1,0,0,0,0,0
16646,20170815X40531_1,0,0,0,0,0,1,0,0,0,0,0
16647,20170815X43750_1,0,0,0,0,0,1,0,0,0,0,0
16648,20170815X55733_1,0,0,0,0,0,1,0,0,0,0,0
16649,20170815X75032_1,0,0,0,0,0,1,0,0,0,0,0
16650,20170816X82925_1,0,0,0,0,0,0,0,0,1,0,0
16651,20170816X91808_1,0,0,0,0,0,1,0,0,0,0,0
16652,20170816X21337_1,0,0,0,0,0,0,0,0,1,0,0
16653,20170816X35104_1,0,0,0,0,0,0,1,0,0,0,0
16655,20170816X35104_2,0,0,0,0,0,0,1,0,0,0,0
16657,20170816X75406_1,0,0,0,0,0,1,0,0,0,0,0
16658,20170813X83631_1,0,0,0,0,0,1,0,0,0,0,0
16659,20170627X92852_1,0,0,0,0,0,1,0,0,0,0,0
16660,20170817X42147_1,0,0,0,0,0,1,0,0,0,0,0
16661,20170818X21238_1,0,0,0,0,0,1,0,0,0,0,0
16662,20170819X04607_1,0,0,0,0,0,1,0,0,0,0,0
16663,20170817X00519_1,0,0,0,0,0,1,0,0,0,0,0
16664,20170820X80743_1,0,0,0,0,0,0,0,0,0,1,0
16665,20170820X55108_1,0,0,0,0,0,1,0,0,0,0,0
16666,20170819X81140_1,0,0,0,0,0,1,0,0,0,0,0
16667,20170821X11412_1,0,0,0,0,0,1,0,0,0,0,0
16668,20170821X14831_1,0,0,0,0,0,1,0,0,0,0,0
16669,20170821X15900_1,0,0,0,0,0,1,0,0,0,0,0
16670,20170821X41707_1,0,0,0,0,0,1,0,0,0,0,0
16671,20170821X51710_1,0,0,0,0,0,0,0,0,1,0,0
16672,20170821X84208_1,0,0,0,0,0,1,0,0,0,0,0
16673,20170821X84914_1,0,0,0,0,0,1,0,0,0,0,0
16674,20170821X92317_1,0,0,0,0,0,1,0,0,0,0,0
16675,20170821X02536_1,0,0,0,0,0,1,0,0,0,0,0
16676,20170821X02642_1,0,0,0,0,0,1,0,0,0,0,0
16677,20170820X53819_1,0,0,0,0,0,1,0,0,0,0,0
16678,20170822X74412_1,0,0,0,0,0,0,0,0,1,0,0
16679,20170822X20348_1,0,0,0,0,0,1,0,0,0,0,0
16680,20170822X61056_1,0,0,0,0,0,1,0,0,0,0,0
16681,20170822X72358_1,0,0,0,0,0,0,0,0,1,0,0
16682,20170822X64033_1,0,0,0,0,0,1,0,0,0,0,0
16683,20170819X50603_1,0,0,0,0,0,1,0,0,0,0,0
16684,20170823X05408_1,0,0,0,0,0,0,0,1,0,0,0
16685,20170819X84219_1,0,0,0,0,0,1,0,0,0,0,0
16687,20170819X80523_1,0,0,0,0,0,1,0,0,0,0,0
16688,20170822X12229_1,0,0,0,0,0,1,0,0,0,0,0
16689,20170823X72501_1,0,0,0,0,0,1,0,0,0,0,0
16690,20170823X75230_1,0,0,0,0,0,1,0,0,0,0,0
16691,20170819X44220_1,0,0,0,0,0,0,0,1,0,0,0
16693,20170824X93431_1,0,0,0,0,0,1,0,0,0,0,0
16694,20170821X00956_1,0,0,0,0,0,1,0,0,0,0,0
16695,20170824X14615_1,0,0,0,0,0,1,0,0,0,0,0
16696,20170824X40210_1,0,0,0,0,0,1,0,0,0,0,0
16697,20170824X35751_1,0,0,0,0,0,1,0,0,0,0,0
16698,20170824X42626_1,0,0,0,0,0,0,1,0,0,0,0
16700,20170824X70554_1,0,0,0,0,0,1,0,0,0,0,0
16701,20170824X71142_1,0,0,0,0,0,1,0,0,0,0,0
16703,20170824X71759_1,0,0,0,0,0,1,0,0,0,0,0
16704,20170824X80906_1,0,0,0,0,0,1,0,0,0,0,0
16705,20170821X61148_1,0,0,0,0,0,1,0,0,0,0,0
16706,20170825X05326_1,0,0,0,0,0,1,0,0,0,0,0
16707,20170825X41235_1,0,0,0,0,0,1,0,0,0,0,0
16708,20170826X21023_1,0,0,0,0,0,1,0,0,0,0,0
16709,20170828X93014_1,0,0,0,0,0,1,0,0,0,0,0
16710,20170828X03845_1,0,0,0,0,0,1,0,0,0,0,0
16711,20170828X23633_1,0,0,0,0,0,1,0,0,0,0,0
16712,20170828X44145_1,0,0,0,0,0,1,0,0,0,0,0
16713,20170828X72758_1,0,0,0,0,0,1,0,0,0,0,0
16714,20170828X92641_1,0,0,0,0,0,0,0,1,0,0,0
16716,20170828X12105_1,0,0,0,0,0,1,0,0,0,0,0
16717,20170829X95905_1,0,0,0,0,0,0,1,0,0,0,0
16721,20170829X10731_1,0,0,0,0,0,1,0,0,0,0,0
16722,20170829X21205_1,0,0,0,0,0,1,0,0,0,0,0
16723,20170827X73022_1,0,0,0,0,0,1,0,0,0,0,0
16724,20170827X73541_1,0,0,0,0,0,1,0,0,0,0,0
16725,20170829X15006_1,0,0,0,0,0,1,0,0,0,0,0
16726,20170830X83648_1,0,0,0,0,0,1,0,0,0,0,0
16727,20170820X53142_1,0,0,0,0,0,1,0,0,0,0,0
16728,20170828X35532_1,0,0,0,0,0,1,0,0,0,0,0
16729,20170828X12800_1,0,0,0,0,0,1,0,0,0,0,0
16730,20170830X44215_1,0,0,0,0,0,1,0,0,0,0,0
16731,20170824X33853_1,0,0,0,0,0,1,0,0,0,0,0
16732,20170830X81120_1,0,0,0,0,0,1,0,0,0,0,0
16733,20170830X65212_1,0,0,0,0,0,1,0,0,0,0,0
16734,20170831X23204_1,0,0,0,0,0,1,0,0,0,0,0
16735,20170828X32735_1,0,0,0,0,0,0,0,0,1,0,0
16736,20170830X61702_1,0,0,0,0,0,1,0,0,0,0,0
16737,20170901X55838_1,0,0,0,0,0,1,0,0,0,0,0
16738,20170902X55912_1,0,0,0,0,0,1,0,0,0,0,0
16739,20170902X91837_1,0,0,0,0,0,1,0,0,0,0,0
16740,20170902X31405_1,0,0,0,0,0,1,0,0,0,0,0
16741,20170902X54656_1,0,0,0,0,0,1,0,0,0,0,0
16742,20170904X92641_1,0,0,0,0,0,1,0,0,0,0,0
16743,20170905X00318_1,0,0,0,0,0,0,0,0,0,1,0
16744,20170905X81006_1,0,0,0,0,0,1,0,0,0,0,0
16745,20170905X90624_1,0,0,0,0,0,1,0,0,0,0,0
16746,20170905X02408_1,0,0,0,0,0,0,1,0,0,0,0
16748,20170905X32700_1,0,0,0,0,0,0,0,0,0,1,0
16749,20170905X31824_1,0,0,0,0,0,1,0,0,0,0,0
16750,20170905X55841_1,0,0,0,0,0,1,0,0,0,0,0
16751,20170906X13005_1,0,0,0,0,0,0,0,0,1,0,0
16752,20170822X63531_1,0,0,0,0,0,1,0,0,0,0,0
16753,20170905X13446_1,0,0,0,0,0,1,0,0,0,0,0
16754,20170905X15658_1,0,0,0,0,0,1,0,0,0,0,0
16755,20170906X34745_1,0,0,0,0,0,1,0,0,0,0,0
16756,20170906X53551_1,0,0,0,0,0,1,0,0,0,0,0
16757,20170906X53835_1,0,0,0,0,0,1,0,0,0,0,0
16758,20170830X43109_1,0,0,0,0,0,1,0,0,0,0,0
16759,20170907X71900_1,0,0,0,0,0,0,1,0,0,0,0
16761,20170906X62240_1,0,0,0,0,0,0,1,0,0,0,0
16763,20170907X13314_1,0,0,0,0,0,1,0,0,0,0,0
16765,20170907X34535_1,0,0,0,0,0,1,0,0,0,0,0
16766,20170907X21814_1,0,0,0,0,0,1,0,0,0,0,0
16767,20170907X62615_1,0,0,0,0,0,1,0,0,0,0,0
16768,20170907X94229_1,0,0,0,0,0,1,0,0,0,0,0
16769,20170908X01831_1,0,0,0,0,0,1,0,0,0,0,0
16770,20170908X24535_1,0,0,0,0,0,0,0,0,0,1,0
16772,20170908X43517_1,0,0,0,0,0,1,0,0,0,0,0
16773,20170909X23646_1,0,0,0,0,0,1,0,0,0,0,0
16774,20170910X02711_1,0,0,0,0,0,1,0,0,0,0,0
16775,20170910X14555_1,0,0,0,0,0,1,0,0,0,0,0
16776,20170911X04207_1,0,0,0,0,0,1,0,0,0,0,0
16777,20170911X14429_1,0,0,0,0,0,1,0,0,0,0,0
16778,20170911X20445_1,0,0,0,0,0,1,0,0,0,0,0
16779,20170911X23740_1,0,0,0,0,0,1,0,0,0,0,0
16780,20170911X24556_1,0,0,0,0,0,1,0,0,0,0,0
16781,20170910X00117_1,0,0,0,0,0,1,0,0,0,0,0
16782,20170911X41601_1,0,0,0,0,0,1,0,0,0,0,0
16783,20170911X42141_1,0,0,0,0,0,1,0,0,0,0,0
16784,20170911X45757_1,0,0,0,0,0,1,0,0,0,0,0
16785,20170908X51711_1,0,0,0,0,0,0,0,0,0,1,0
16787,20170911X74810_1,0,0,0,0,0,1,0,0,0,0,0
16788,20170912X73446_1,0,0,0,0,0,1,0,0,0,0,0
16789,20170912X85009_1,0,0,0,0,0,1,0,0,0,0,0
16790,20170911X24151_1,0,0,0,0,0,1,0,0,0,0,0
16791,20170912X10501_1,0,0,0,0,0,1,0,0,0,0,0
16792,20170906X25126_1,0,0,0,0,0,1,0,0,0,0,0
16793,20170912X51752_1,0,0,0,0,0,1,0,0,0,0,0
16794,20170912X61627_1,0,0,0,0,0,1,0,0,0,0,0
16795,20170912X71256_1,0,0,0,0,0,1,0,0,0,0,0
16796,20170912X64451_1,0,0,0,0,0,1,0,0,0,0,0
16797,20170821X20801_1,0,0,0,0,0,1,0,0,0,0,0
16798,20170912X11828_1,0,0,0,0,0,1,0,0,0,0,0
16799,20170913X72254_1,0,0,0,0,0,0,0,0,0,0,0
16801,20170913X72254_2,0,0,0,0,0,0,0,0,0,0,0
16803,20170913X93846_1,0,0,0,0,0,1,0,0,0,0,0
16804,20170913X00343_1,0,0,0,0,0,1,0,0,0,0,0
16805,20170914X93121_1,0,0,0,0,0,0,0,0,1,0,0
16807,20170815X32207_1,0,0,0,0,0,1,0,0,0,0,0
16808,20170911X13303_1,0,0,0,0,0,1,0,0,0,0,0
16809,20170914X31911_1,0,0,0,0,0,1,0,0,0,0,0
16810,20170914X15802_1,0,0,0,0,0,1,0,0,0,0,0
16811,20170914X44755_1,0,0,0,0,0,1,0,0,0,0,0
16813,20170914X45554_1,0,0,0,0,0,1,0,0,0,0,0
16814,20170914X21935_1,0,0,0,0,0,1,0,0,0,0,0
16815,20170915X21024_1,0,0,0,0,0,0,0,0,0,0,0
16816,20170915X32610_1,0,0,0,0,0,0,0,0,1,0,0
16817,20170915X64343_1,0,0,0,0,0,1,0,0,0,0,0
16818,20170823X31730_1,0,0,0,0,0,1,0,0,0,0,0
16819,20170915X44656_1,0,0,0,0,0,1,0,0,0,0,0
16820,20170916X54424_1,0,0,0,0,0,1,0,0,0,0,0
16821,20170916X12649_1,0,0,0,0,0,1,0,0,0,0,0
16822,20170916X35842_1,0,0,0,0,0,0,0,0,0,1,0
16823,20170918X04032_1,0,0,0,0,0,1,0,0,0,0,0
